layer_name,channel_index,channel_id,mean_relative_change
layer3.3.conv3.weight,228,layer3.3.conv3.weight_ch228,2.1912612915039062
layer3.2.conv3.weight,622,layer3.2.conv3.weight_ch622,2.1904516220092773
layer3.1.conv3.weight,692,layer3.1.conv3.weight_ch692,2.1899819374084473
layer3.3.conv3.weight,144,layer3.3.conv3.weight_ch144,2.1895151138305664
layer4.0.conv3.weight,677,layer4.0.conv3.weight_ch677,2.188807725906372
layer4.0.conv3.weight,1907,layer4.0.conv3.weight_ch1907,2.1887426376342773
layer3.0.conv2.weight,222,layer3.0.conv2.weight_ch222,2.1885740756988525
layer2.0.conv2.weight,33,layer2.0.conv2.weight_ch33,2.1884636878967285
layer4.0.conv3.weight,1512,layer4.0.conv3.weight_ch1512,2.188422441482544
layer4.0.conv3.weight,864,layer4.0.conv3.weight_ch864,2.188335657119751
layer3.1.conv3.weight,886,layer3.1.conv3.weight_ch886,2.188246250152588
layer3.3.conv3.weight,436,layer3.3.conv3.weight_ch436,2.186274528503418
layer3.0.conv3.weight,70,layer3.0.conv3.weight_ch70,2.1853232383728027
layer4.0.conv3.weight,1314,layer4.0.conv3.weight_ch1314,2.184762954711914
layer3.2.conv3.weight,654,layer3.2.conv3.weight_ch654,2.184156894683838
layer3.1.conv3.weight,860,layer3.1.conv3.weight_ch860,2.183861017227173
layer3.2.conv3.weight,96,layer3.2.conv3.weight_ch96,2.183767557144165
layer3.0.conv3.weight,110,layer3.0.conv3.weight_ch110,2.183131217956543
layer4.1.conv1.weight,115,layer4.1.conv1.weight_ch115,2.182605743408203
layer4.0.conv3.weight,1478,layer4.0.conv3.weight_ch1478,2.1824588775634766
layer4.0.conv3.weight,1019,layer4.0.conv3.weight_ch1019,2.1823456287384033
layer4.0.conv3.weight,789,layer4.0.conv3.weight_ch789,2.182108163833618
layer3.3.conv3.weight,528,layer3.3.conv3.weight_ch528,2.181974172592163
layer4.0.conv3.weight,448,layer4.0.conv3.weight_ch448,2.1818528175354004
layer4.0.conv3.weight,83,layer4.0.conv3.weight_ch83,2.1817729473114014
layer4.0.conv3.weight,262,layer4.0.conv3.weight_ch262,2.1814377307891846
layer3.5.conv3.weight,47,layer3.5.conv3.weight_ch47,2.1808323860168457
layer4.0.conv3.weight,1784,layer4.0.conv3.weight_ch1784,2.1804356575012207
layer3.5.conv3.weight,623,layer3.5.conv3.weight_ch623,2.180321455001831
layer3.0.conv3.weight,799,layer3.0.conv3.weight_ch799,2.1800408363342285
layer3.0.conv2.weight,55,layer3.0.conv2.weight_ch55,2.1793744564056396
layer3.1.conv3.weight,450,layer3.1.conv3.weight_ch450,2.17922043800354
layer4.0.conv3.weight,1276,layer4.0.conv3.weight_ch1276,2.1780736446380615
layer3.2.conv2.weight,83,layer3.2.conv2.weight_ch83,2.1776609420776367
layer3.1.conv3.weight,75,layer3.1.conv3.weight_ch75,2.1771903038024902
layer3.0.conv2.weight,196,layer3.0.conv2.weight_ch196,2.176997423171997
layer3.1.conv3.weight,99,layer3.1.conv3.weight_ch99,2.1767005920410156
layer4.1.conv1.weight,22,layer4.1.conv1.weight_ch22,2.1765782833099365
layer3.1.conv3.weight,33,layer3.1.conv3.weight_ch33,2.175265312194824
layer2.1.conv3.weight,49,layer2.1.conv3.weight_ch49,2.1751084327697754
layer3.5.conv3.weight,74,layer3.5.conv3.weight_ch74,2.1748528480529785
layer3.1.conv3.weight,106,layer3.1.conv3.weight_ch106,2.1746904850006104
layer4.0.conv3.weight,1682,layer4.0.conv3.weight_ch1682,2.1741535663604736
layer4.0.conv3.weight,400,layer4.0.conv3.weight_ch400,2.1736371517181396
layer3.3.conv3.weight,359,layer3.3.conv3.weight_ch359,2.173468828201294
layer3.5.conv3.weight,486,layer3.5.conv3.weight_ch486,2.1715641021728516
layer3.5.conv3.weight,663,layer3.5.conv3.weight_ch663,2.1711223125457764
layer3.5.conv3.weight,448,layer3.5.conv3.weight_ch448,2.1702489852905273
layer3.0.conv2.weight,201,layer3.0.conv2.weight_ch201,2.1701571941375732
layer3.1.conv3.weight,989,layer3.1.conv3.weight_ch989,2.1700212955474854
layer4.0.conv3.weight,1992,layer4.0.conv3.weight_ch1992,2.1697824001312256
layer2.1.conv3.weight,280,layer2.1.conv3.weight_ch280,2.1690049171447754
layer4.0.conv3.weight,1218,layer4.0.conv3.weight_ch1218,2.1689419746398926
layer2.1.conv3.weight,226,layer2.1.conv3.weight_ch226,2.1689350605010986
layer3.0.conv3.weight,144,layer3.0.conv3.weight_ch144,2.1687865257263184
layer3.0.conv2.weight,253,layer3.0.conv2.weight_ch253,2.168490409851074
layer3.1.conv3.weight,200,layer3.1.conv3.weight_ch200,2.167809247970581
layer3.3.conv3.weight,789,layer3.3.conv3.weight_ch789,2.1672308444976807
layer3.5.conv3.weight,824,layer3.5.conv3.weight_ch824,2.1671297550201416
layer4.0.conv3.weight,281,layer4.0.conv3.weight_ch281,2.165205240249634
layer3.2.conv2.weight,49,layer3.2.conv2.weight_ch49,2.1647286415100098
layer3.2.conv3.weight,500,layer3.2.conv3.weight_ch500,2.1645667552948
layer3.5.conv3.weight,347,layer3.5.conv3.weight_ch347,2.164487838745117
layer4.0.conv3.weight,1749,layer4.0.conv3.weight_ch1749,2.1644465923309326
layer4.0.conv3.weight,473,layer4.0.conv3.weight_ch473,2.164323329925537
layer4.0.conv3.weight,303,layer4.0.conv3.weight_ch303,2.164280414581299
layer4.0.conv3.weight,22,layer4.0.conv3.weight_ch22,2.1638576984405518
layer1.2.conv3.weight,50,layer1.2.conv3.weight_ch50,2.163632392883301
layer2.0.conv2.weight,109,layer2.0.conv2.weight_ch109,2.1631672382354736
layer3.3.conv3.weight,893,layer3.3.conv3.weight_ch893,2.162628173828125
layer4.0.conv3.weight,832,layer4.0.conv3.weight_ch832,2.162618398666382
layer3.0.conv2.weight,215,layer3.0.conv2.weight_ch215,2.1607449054718018
layer3.5.conv3.weight,409,layer3.5.conv3.weight_ch409,2.1606605052948
layer4.0.conv3.weight,1921,layer4.0.conv3.weight_ch1921,2.1588642597198486
layer3.3.conv3.weight,16,layer3.3.conv3.weight_ch16,2.157402276992798
layer3.0.conv3.weight,166,layer3.0.conv3.weight_ch166,2.156374931335449
layer4.0.conv3.weight,475,layer4.0.conv3.weight_ch475,2.154938220977783
layer3.0.conv3.weight,278,layer3.0.conv3.weight_ch278,2.1549072265625
layer3.3.conv3.weight,921,layer3.3.conv3.weight_ch921,2.154214382171631
layer3.1.conv3.weight,602,layer3.1.conv3.weight_ch602,2.154074192047119
layer4.0.conv3.weight,1390,layer4.0.conv3.weight_ch1390,2.15402889251709
layer3.0.conv3.weight,504,layer3.0.conv3.weight_ch504,2.1536731719970703
layer4.1.conv1.weight,175,layer4.1.conv1.weight_ch175,2.1536126136779785
layer3.2.conv3.weight,985,layer3.2.conv3.weight_ch985,2.153482437133789
layer3.2.conv3.weight,547,layer3.2.conv3.weight_ch547,2.153007984161377
layer3.0.conv3.weight,164,layer3.0.conv3.weight_ch164,2.152616024017334
layer3.3.conv3.weight,629,layer3.3.conv3.weight_ch629,2.1503801345825195
layer2.0.conv2.weight,36,layer2.0.conv2.weight_ch36,2.1503424644470215
layer3.0.conv3.weight,288,layer3.0.conv3.weight_ch288,2.1502933502197266
layer3.0.conv3.weight,18,layer3.0.conv3.weight_ch18,2.149873733520508
layer3.0.conv2.weight,193,layer3.0.conv2.weight_ch193,2.1497843265533447
layer3.3.conv3.weight,163,layer3.3.conv3.weight_ch163,2.149247169494629
layer3.0.conv2.weight,132,layer3.0.conv2.weight_ch132,2.1490988731384277
layer4.0.conv3.weight,481,layer4.0.conv3.weight_ch481,2.148908853530884
layer3.0.conv2.weight,214,layer3.0.conv2.weight_ch214,2.147646903991699
layer3.1.conv3.weight,235,layer3.1.conv3.weight_ch235,2.146470546722412
layer3.2.conv3.weight,730,layer3.2.conv3.weight_ch730,2.1461734771728516
layer3.0.conv3.weight,43,layer3.0.conv3.weight_ch43,2.145742177963257
layer4.0.conv3.weight,130,layer4.0.conv3.weight_ch130,2.1447532176971436
layer3.2.conv3.weight,166,layer3.2.conv3.weight_ch166,2.1446468830108643
layer3.3.conv3.weight,775,layer3.3.conv3.weight_ch775,2.1440367698669434
layer3.2.conv2.weight,120,layer3.2.conv2.weight_ch120,2.1432206630706787
layer4.0.conv3.weight,1395,layer4.0.conv3.weight_ch1395,2.1432180404663086
layer3.3.conv3.weight,878,layer3.3.conv3.weight_ch878,2.141773223876953
layer3.5.conv3.weight,433,layer3.5.conv3.weight_ch433,2.1411783695220947
layer3.3.conv3.weight,303,layer3.3.conv3.weight_ch303,2.1400182247161865
layer3.2.conv1.weight,127,layer3.2.conv1.weight_ch127,2.1386194229125977
layer4.0.conv3.weight,1053,layer4.0.conv3.weight_ch1053,2.138491630554199
layer4.1.conv1.weight,393,layer4.1.conv1.weight_ch393,2.1382172107696533
layer3.2.conv1.weight,204,layer3.2.conv1.weight_ch204,2.1379191875457764
layer3.2.conv3.weight,864,layer3.2.conv3.weight_ch864,2.137855052947998
layer3.2.conv3.weight,769,layer3.2.conv3.weight_ch769,2.1370835304260254
layer3.3.conv3.weight,923,layer3.3.conv3.weight_ch923,2.13683819770813
layer4.0.conv3.weight,85,layer4.0.conv3.weight_ch85,2.1358628273010254
layer3.2.conv2.weight,31,layer3.2.conv2.weight_ch31,2.1354494094848633
layer3.0.conv3.weight,569,layer3.0.conv3.weight_ch569,2.1352155208587646
layer3.2.conv3.weight,991,layer3.2.conv3.weight_ch991,2.1347110271453857
layer3.2.conv3.weight,131,layer3.2.conv3.weight_ch131,2.1346511840820312
layer4.0.conv3.weight,1335,layer4.0.conv3.weight_ch1335,2.134404182434082
layer4.1.conv1.weight,487,layer4.1.conv1.weight_ch487,2.1337873935699463
layer4.1.conv1.weight,228,layer4.1.conv1.weight_ch228,2.1334407329559326
layer4.1.conv1.weight,231,layer4.1.conv1.weight_ch231,2.1329729557037354
layer4.1.conv1.weight,60,layer4.1.conv1.weight_ch60,2.132516384124756
layer3.0.conv3.weight,671,layer3.0.conv3.weight_ch671,2.132262706756592
layer4.0.conv3.weight,1244,layer4.0.conv3.weight_ch1244,2.1322033405303955
layer3.0.conv3.weight,179,layer3.0.conv3.weight_ch179,2.1320390701293945
layer3.1.conv3.weight,88,layer3.1.conv3.weight_ch88,2.1315252780914307
layer3.2.conv1.weight,110,layer3.2.conv1.weight_ch110,2.1309590339660645
layer3.3.conv3.weight,596,layer3.3.conv3.weight_ch596,2.1306967735290527
layer4.0.conv3.weight,369,layer4.0.conv3.weight_ch369,2.1302807331085205
layer4.0.conv3.weight,338,layer4.0.conv3.weight_ch338,2.130150079727173
layer3.2.conv1.weight,133,layer3.2.conv1.weight_ch133,2.128380298614502
layer4.1.conv1.weight,150,layer4.1.conv1.weight_ch150,2.127937078475952
layer3.0.conv3.weight,755,layer3.0.conv3.weight_ch755,2.127246379852295
layer3.3.conv3.weight,271,layer3.3.conv3.weight_ch271,2.1272082328796387
layer3.0.conv3.weight,710,layer3.0.conv3.weight_ch710,2.1272072792053223
layer3.2.conv2.weight,6,layer3.2.conv2.weight_ch6,2.126908779144287
layer1.2.conv3.weight,223,layer1.2.conv3.weight_ch223,2.126530885696411
layer2.3.conv2.weight,40,layer2.3.conv2.weight_ch40,2.12553071975708
layer4.0.conv3.weight,1254,layer4.0.conv3.weight_ch1254,2.1253623962402344
layer3.5.conv3.weight,235,layer3.5.conv3.weight_ch235,2.1252996921539307
layer2.0.conv2.weight,124,layer2.0.conv2.weight_ch124,2.1245408058166504
layer3.2.conv3.weight,950,layer3.2.conv3.weight_ch950,2.1244380474090576
layer4.0.conv3.weight,310,layer4.0.conv3.weight_ch310,2.123891592025757
layer3.0.conv3.weight,36,layer3.0.conv3.weight_ch36,2.123656749725342
layer4.0.conv3.weight,869,layer4.0.conv3.weight_ch869,2.1225929260253906
layer4.0.conv3.weight,54,layer4.0.conv3.weight_ch54,2.1206464767456055
layer4.1.conv1.weight,456,layer4.1.conv1.weight_ch456,2.1202051639556885
layer3.3.conv3.weight,405,layer3.3.conv3.weight_ch405,2.119880437850952
layer3.0.conv2.weight,76,layer3.0.conv2.weight_ch76,2.1198079586029053
layer3.1.conv3.weight,551,layer3.1.conv3.weight_ch551,2.119412899017334
layer4.0.conv3.weight,1503,layer4.0.conv3.weight_ch1503,2.1184487342834473
layer4.0.conv3.weight,460,layer4.0.conv3.weight_ch460,2.1182312965393066
layer4.0.conv3.weight,1015,layer4.0.conv3.weight_ch1015,2.1179850101470947
layer4.0.conv3.weight,988,layer4.0.conv3.weight_ch988,2.1179113388061523
layer2.0.conv2.weight,94,layer2.0.conv2.weight_ch94,2.1175622940063477
layer3.0.conv3.weight,704,layer3.0.conv3.weight_ch704,2.1170716285705566
layer4.0.conv3.weight,1094,layer4.0.conv3.weight_ch1094,2.1170034408569336
layer3.0.conv3.weight,656,layer3.0.conv3.weight_ch656,2.1168270111083984
layer4.0.conv3.weight,1447,layer4.0.conv3.weight_ch1447,2.1165595054626465
layer3.1.conv3.weight,131,layer3.1.conv3.weight_ch131,2.1164517402648926
layer4.0.conv3.weight,1774,layer4.0.conv3.weight_ch1774,2.1162259578704834
layer4.0.conv3.weight,33,layer4.0.conv3.weight_ch33,2.115133047103882
layer4.0.conv3.weight,1627,layer4.0.conv3.weight_ch1627,2.1141679286956787
layer4.0.conv3.weight,1715,layer4.0.conv3.weight_ch1715,2.113234519958496
layer4.0.conv3.weight,1459,layer4.0.conv3.weight_ch1459,2.1126201152801514
layer4.0.conv3.weight,511,layer4.0.conv3.weight_ch511,2.1123862266540527
layer3.0.conv3.weight,190,layer3.0.conv3.weight_ch190,2.112229585647583
layer3.1.conv3.weight,341,layer3.1.conv3.weight_ch341,2.1121721267700195
layer3.0.conv3.weight,881,layer3.0.conv3.weight_ch881,2.1121551990509033
layer1.2.conv3.weight,154,layer1.2.conv3.weight_ch154,2.1121199131011963
layer2.1.conv3.weight,504,layer2.1.conv3.weight_ch504,2.112008571624756
layer4.0.conv3.weight,534,layer4.0.conv3.weight_ch534,2.111996650695801
layer4.1.conv1.weight,114,layer4.1.conv1.weight_ch114,2.1115846633911133
layer4.0.conv3.weight,2015,layer4.0.conv3.weight_ch2015,2.1103646755218506
layer1.2.conv3.weight,2,layer1.2.conv3.weight_ch2,2.1102898120880127
layer3.3.conv3.weight,613,layer3.3.conv3.weight_ch613,2.109943389892578
layer4.0.conv3.weight,264,layer4.0.conv3.weight_ch264,2.109539270401001
layer4.0.conv3.weight,826,layer4.0.conv3.weight_ch826,2.109273672103882
layer4.0.conv3.weight,1744,layer4.0.conv3.weight_ch1744,2.1091370582580566
layer3.5.conv3.weight,487,layer3.5.conv3.weight_ch487,2.1091113090515137
layer3.3.conv3.weight,1002,layer3.3.conv3.weight_ch1002,2.1090540885925293
layer3.5.conv3.weight,67,layer3.5.conv3.weight_ch67,2.108307361602783
layer3.5.conv3.weight,633,layer3.5.conv3.weight_ch633,2.1078031063079834
layer4.0.conv3.weight,1215,layer4.0.conv3.weight_ch1215,2.1071345806121826
layer3.1.conv3.weight,217,layer3.1.conv3.weight_ch217,2.1063945293426514
layer3.0.conv3.weight,155,layer3.0.conv3.weight_ch155,2.1061909198760986
layer3.2.conv3.weight,45,layer3.2.conv3.weight_ch45,2.105975389480591
layer3.0.conv3.weight,645,layer3.0.conv3.weight_ch645,2.105675458908081
layer3.3.conv3.weight,543,layer3.3.conv3.weight_ch543,2.105524778366089
layer4.1.conv1.weight,134,layer4.1.conv1.weight_ch134,2.1055076122283936
layer3.5.conv3.weight,143,layer3.5.conv3.weight_ch143,2.1047191619873047
layer4.0.conv3.weight,137,layer4.0.conv3.weight_ch137,2.104094982147217
layer3.0.conv3.weight,955,layer3.0.conv3.weight_ch955,2.103795051574707
layer3.0.conv3.weight,79,layer3.0.conv3.weight_ch79,2.1037917137145996
layer4.0.conv3.weight,763,layer4.0.conv3.weight_ch763,2.103663682937622
layer3.0.conv2.weight,221,layer3.0.conv2.weight_ch221,2.103605031967163
layer1.2.conv3.weight,125,layer1.2.conv3.weight_ch125,2.103555202484131
layer2.0.conv2.weight,90,layer2.0.conv2.weight_ch90,2.1034088134765625
layer3.0.conv3.weight,328,layer3.0.conv3.weight_ch328,2.1032068729400635
layer4.0.conv3.weight,932,layer4.0.conv3.weight_ch932,2.103041410446167
layer3.0.conv3.weight,678,layer3.0.conv3.weight_ch678,2.1030008792877197
layer3.1.conv3.weight,571,layer3.1.conv3.weight_ch571,2.102959156036377
layer3.1.conv3.weight,186,layer3.1.conv3.weight_ch186,2.1027166843414307
layer3.2.conv3.weight,284,layer3.2.conv3.weight_ch284,2.1012253761291504
layer3.0.conv3.weight,680,layer3.0.conv3.weight_ch680,2.1010568141937256
layer3.0.conv3.weight,761,layer3.0.conv3.weight_ch761,2.100745916366577
layer3.1.conv3.weight,6,layer3.1.conv3.weight_ch6,2.099552869796753
layer4.1.conv1.weight,248,layer4.1.conv1.weight_ch248,2.0986597537994385
layer3.2.conv3.weight,536,layer3.2.conv3.weight_ch536,2.0981578826904297
layer3.3.conv3.weight,746,layer3.3.conv3.weight_ch746,2.0979526042938232
layer4.0.conv3.weight,950,layer4.0.conv3.weight_ch950,2.097416639328003
layer4.0.conv3.weight,1990,layer4.0.conv3.weight_ch1990,2.097201108932495
layer4.1.conv1.weight,101,layer4.1.conv1.weight_ch101,2.0971784591674805
layer2.1.conv3.weight,55,layer2.1.conv3.weight_ch55,2.097013473510742
layer3.1.conv3.weight,356,layer3.1.conv3.weight_ch356,2.0967307090759277
layer2.1.conv3.weight,84,layer2.1.conv3.weight_ch84,2.096675395965576
layer3.0.conv3.weight,813,layer3.0.conv3.weight_ch813,2.0966014862060547
layer3.2.conv3.weight,989,layer3.2.conv3.weight_ch989,2.0964789390563965
layer3.3.conv3.weight,348,layer3.3.conv3.weight_ch348,2.096041440963745
layer3.2.conv3.weight,38,layer3.2.conv3.weight_ch38,2.0959296226501465
layer4.0.conv3.weight,1185,layer4.0.conv3.weight_ch1185,2.09584641456604
layer4.1.conv1.weight,359,layer4.1.conv1.weight_ch359,2.095808744430542
layer3.2.conv2.weight,76,layer3.2.conv2.weight_ch76,2.0950767993927
layer3.2.conv1.weight,144,layer3.2.conv1.weight_ch144,2.0948355197906494
layer4.1.conv1.weight,1,layer4.1.conv1.weight_ch1,2.0943121910095215
layer3.3.conv3.weight,109,layer3.3.conv3.weight_ch109,2.0941898822784424
layer3.5.conv3.weight,210,layer3.5.conv3.weight_ch210,2.093959331512451
layer3.2.conv1.weight,247,layer3.2.conv1.weight_ch247,2.093855142593384
layer3.1.conv3.weight,5,layer3.1.conv3.weight_ch5,2.0935511589050293
layer3.0.conv3.weight,192,layer3.0.conv3.weight_ch192,2.0934178829193115
layer3.1.conv3.weight,474,layer3.1.conv3.weight_ch474,2.093388557434082
layer4.0.conv3.weight,531,layer4.0.conv3.weight_ch531,2.093280076980591
layer4.0.conv3.weight,225,layer4.0.conv3.weight_ch225,2.0931522846221924
layer3.0.conv3.weight,801,layer3.0.conv3.weight_ch801,2.0927836894989014
layer4.0.conv3.weight,1834,layer4.0.conv3.weight_ch1834,2.0927488803863525
layer4.0.conv3.weight,1368,layer4.0.conv3.weight_ch1368,2.092676877975464
layer3.0.conv3.weight,819,layer3.0.conv3.weight_ch819,2.0922417640686035
layer3.0.conv3.weight,233,layer3.0.conv3.weight_ch233,2.091357707977295
layer3.5.conv3.weight,534,layer3.5.conv3.weight_ch534,2.09126353263855
layer3.1.conv3.weight,418,layer3.1.conv3.weight_ch418,2.0901601314544678
layer4.1.conv1.weight,404,layer4.1.conv1.weight_ch404,2.0900986194610596
layer4.1.conv1.weight,436,layer4.1.conv1.weight_ch436,2.089125871658325
layer4.0.conv3.weight,1738,layer4.0.conv3.weight_ch1738,2.089116334915161
layer3.1.conv3.weight,748,layer3.1.conv3.weight_ch748,2.0883800983428955
layer3.2.conv3.weight,212,layer3.2.conv3.weight_ch212,2.0882863998413086
layer4.0.conv3.weight,940,layer4.0.conv3.weight_ch940,2.0882725715637207
layer3.5.conv3.weight,784,layer3.5.conv3.weight_ch784,2.0878121852874756
layer4.0.conv3.weight,153,layer4.0.conv3.weight_ch153,2.0876195430755615
layer3.2.conv2.weight,153,layer3.2.conv2.weight_ch153,2.0874109268188477
layer2.1.conv3.weight,4,layer2.1.conv3.weight_ch4,2.0873355865478516
layer4.1.conv1.weight,326,layer4.1.conv1.weight_ch326,2.08682918548584
layer3.1.conv3.weight,754,layer3.1.conv3.weight_ch754,2.086297035217285
layer3.1.conv3.weight,244,layer3.1.conv3.weight_ch244,2.085686683654785
layer4.0.conv3.weight,1977,layer4.0.conv3.weight_ch1977,2.0853195190429688
layer2.1.conv3.weight,100,layer2.1.conv3.weight_ch100,2.0851011276245117
layer2.0.conv1.weight,101,layer2.0.conv1.weight_ch101,2.084446430206299
layer3.3.conv3.weight,1014,layer3.3.conv3.weight_ch1014,2.084226131439209
layer4.0.conv3.weight,469,layer4.0.conv3.weight_ch469,2.084207773208618
layer4.0.conv3.weight,1304,layer4.0.conv3.weight_ch1304,2.0839648246765137
layer3.0.conv3.weight,542,layer3.0.conv3.weight_ch542,2.083780288696289
layer3.5.conv3.weight,967,layer3.5.conv3.weight_ch967,2.0837552547454834
layer3.5.conv3.weight,991,layer3.5.conv3.weight_ch991,2.083584785461426
layer3.2.conv3.weight,83,layer3.2.conv3.weight_ch83,2.083498954772949
layer3.0.conv3.weight,699,layer3.0.conv3.weight_ch699,2.0830819606781006
layer3.1.conv3.weight,1001,layer3.1.conv3.weight_ch1001,2.0826685428619385
layer3.3.conv3.weight,139,layer3.3.conv3.weight_ch139,2.082604169845581
layer2.1.conv3.weight,367,layer2.1.conv3.weight_ch367,2.0821850299835205
layer3.3.conv3.weight,860,layer3.3.conv3.weight_ch860,2.081547260284424
layer3.0.conv2.weight,231,layer3.0.conv2.weight_ch231,2.080247640609741
layer4.1.conv1.weight,157,layer4.1.conv1.weight_ch157,2.079838275909424
layer3.5.conv3.weight,719,layer3.5.conv3.weight_ch719,2.0796353816986084
layer3.2.conv3.weight,243,layer3.2.conv3.weight_ch243,2.0795857906341553
layer3.2.conv3.weight,520,layer3.2.conv3.weight_ch520,2.0790677070617676
layer2.1.conv3.weight,205,layer2.1.conv3.weight_ch205,2.0788936614990234
layer2.1.conv3.weight,479,layer2.1.conv3.weight_ch479,2.0784244537353516
layer3.5.conv3.weight,636,layer3.5.conv3.weight_ch636,2.078270673751831
layer3.0.conv3.weight,773,layer3.0.conv3.weight_ch773,2.0781965255737305
layer3.5.conv3.weight,344,layer3.5.conv3.weight_ch344,2.0781445503234863
layer4.0.conv3.weight,1925,layer4.0.conv3.weight_ch1925,2.077752113342285
layer3.3.conv3.weight,810,layer3.3.conv3.weight_ch810,2.077500343322754
layer2.1.conv3.weight,296,layer2.1.conv3.weight_ch296,2.0773983001708984
layer3.5.conv3.weight,883,layer3.5.conv3.weight_ch883,2.077348470687866
layer4.0.conv3.weight,1466,layer4.0.conv3.weight_ch1466,2.077145576477051
layer4.1.conv1.weight,160,layer4.1.conv1.weight_ch160,2.0771350860595703
layer4.0.conv3.weight,1979,layer4.0.conv3.weight_ch1979,2.0765793323516846
layer2.1.conv3.weight,46,layer2.1.conv3.weight_ch46,2.0764975547790527
layer3.2.conv3.weight,943,layer3.2.conv3.weight_ch943,2.076237678527832
layer4.0.conv3.weight,1109,layer4.0.conv3.weight_ch1109,2.076127529144287
layer3.2.conv3.weight,810,layer3.2.conv3.weight_ch810,2.0758249759674072
layer2.1.conv3.weight,249,layer2.1.conv3.weight_ch249,2.0754737854003906
layer3.0.conv2.weight,142,layer3.0.conv2.weight_ch142,2.0750722885131836
layer3.2.conv3.weight,695,layer3.2.conv3.weight_ch695,2.0750608444213867
layer3.2.conv3.weight,7,layer3.2.conv3.weight_ch7,2.073765993118286
layer3.2.conv3.weight,180,layer3.2.conv3.weight_ch180,2.0737600326538086
layer3.5.conv3.weight,905,layer3.5.conv3.weight_ch905,2.073652744293213
layer3.2.conv3.weight,598,layer3.2.conv3.weight_ch598,2.073519468307495
layer3.1.conv3.weight,997,layer3.1.conv3.weight_ch997,2.073476791381836
layer4.0.conv3.weight,1634,layer4.0.conv3.weight_ch1634,2.073270320892334
layer3.5.conv3.weight,850,layer3.5.conv3.weight_ch850,2.0729124546051025
layer3.0.conv3.weight,23,layer3.0.conv3.weight_ch23,2.0728466510772705
layer3.5.conv3.weight,204,layer3.5.conv3.weight_ch204,2.0718023777008057
layer4.1.conv1.weight,148,layer4.1.conv1.weight_ch148,2.071626901626587
layer3.1.conv3.weight,412,layer3.1.conv3.weight_ch412,2.0710678100585938
layer3.1.conv3.weight,1020,layer3.1.conv3.weight_ch1020,2.0708789825439453
layer3.0.conv2.weight,178,layer3.0.conv2.weight_ch178,2.070596933364868
layer3.2.conv3.weight,815,layer3.2.conv3.weight_ch815,2.0705363750457764
layer4.1.conv1.weight,478,layer4.1.conv1.weight_ch478,2.070152997970581
layer3.5.conv3.weight,267,layer3.5.conv3.weight_ch267,2.0690677165985107
layer3.1.conv3.weight,430,layer3.1.conv3.weight_ch430,2.0690605640411377
layer4.0.conv3.weight,952,layer4.0.conv3.weight_ch952,2.068815231323242
layer4.0.conv3.weight,964,layer4.0.conv3.weight_ch964,2.0685482025146484
layer1.2.conv3.weight,166,layer1.2.conv3.weight_ch166,2.0683279037475586
layer4.0.conv3.weight,1088,layer4.0.conv3.weight_ch1088,2.0682621002197266
layer3.3.conv3.weight,666,layer3.3.conv3.weight_ch666,2.0680108070373535
layer3.2.conv3.weight,747,layer3.2.conv3.weight_ch747,2.0669384002685547
layer3.2.conv3.weight,331,layer3.2.conv3.weight_ch331,2.0664901733398438
layer3.0.conv3.weight,647,layer3.0.conv3.weight_ch647,2.065655469894409
layer4.0.conv3.weight,1062,layer4.0.conv3.weight_ch1062,2.063922882080078
layer4.0.conv3.weight,1307,layer4.0.conv3.weight_ch1307,2.063645839691162
layer1.2.conv3.weight,14,layer1.2.conv3.weight_ch14,2.0633339881896973
layer3.3.conv3.weight,75,layer3.3.conv3.weight_ch75,2.062751293182373
layer4.0.conv3.weight,1372,layer4.0.conv3.weight_ch1372,2.062751054763794
layer3.2.conv1.weight,191,layer3.2.conv1.weight_ch191,2.062741756439209
layer3.1.conv3.weight,326,layer3.1.conv3.weight_ch326,2.0625104904174805
layer3.0.conv3.weight,238,layer3.0.conv3.weight_ch238,2.062185287475586
layer2.1.conv3.weight,162,layer2.1.conv3.weight_ch162,2.0618512630462646
layer3.1.conv3.weight,506,layer3.1.conv3.weight_ch506,2.0617289543151855
layer3.5.conv3.weight,729,layer3.5.conv3.weight_ch729,2.0613064765930176
layer3.0.conv2.weight,24,layer3.0.conv2.weight_ch24,2.061218023300171
layer3.3.conv3.weight,570,layer3.3.conv3.weight_ch570,2.0610361099243164
layer3.1.conv3.weight,317,layer3.1.conv3.weight_ch317,2.060969591140747
layer3.5.conv3.weight,162,layer3.5.conv3.weight_ch162,2.0609261989593506
layer4.0.conv3.weight,944,layer4.0.conv3.weight_ch944,2.0606536865234375
layer2.0.conv1.weight,121,layer2.0.conv1.weight_ch121,2.0598931312561035
layer3.3.conv3.weight,700,layer3.3.conv3.weight_ch700,2.0595388412475586
layer3.5.conv3.weight,92,layer3.5.conv3.weight_ch92,2.0593998432159424
layer4.1.conv1.weight,14,layer4.1.conv1.weight_ch14,2.0593457221984863
layer4.0.conv3.weight,1704,layer4.0.conv3.weight_ch1704,2.058920383453369
layer3.0.conv3.weight,358,layer3.0.conv3.weight_ch358,2.05857253074646
layer3.2.conv3.weight,723,layer3.2.conv3.weight_ch723,2.058429002761841
