layer_name,channel_index,channel_id,mean_relative_change
layer3.3.conv3.weight,140,layer3.3.conv3.weight_ch140,29.024560928344727
layer4.0.conv3.weight,1514,layer4.0.conv3.weight_ch1514,28.826045989990234
layer3.2.conv3.weight,496,layer3.2.conv3.weight_ch496,28.575178146362305
layer3.3.conv3.weight,710,layer3.3.conv3.weight_ch710,28.497966766357422
layer1.2.conv3.weight,203,layer1.2.conv3.weight_ch203,28.273305892944336
layer3.3.conv3.weight,824,layer3.3.conv3.weight_ch824,27.569656372070312
layer3.5.conv3.weight,834,layer3.5.conv3.weight_ch834,27.566936492919922
layer2.0.conv2.weight,21,layer2.0.conv2.weight_ch21,27.38861656188965
layer1.2.conv3.weight,90,layer1.2.conv3.weight_ch90,26.893230438232422
layer1.2.conv3.weight,145,layer1.2.conv3.weight_ch145,26.747365951538086
layer3.1.conv3.weight,528,layer3.1.conv3.weight_ch528,26.682579040527344
layer3.0.conv3.weight,616,layer3.0.conv3.weight_ch616,26.489530563354492
layer4.0.conv3.weight,863,layer4.0.conv3.weight_ch863,26.306272506713867
layer4.0.conv3.weight,1709,layer4.0.conv3.weight_ch1709,26.205167770385742
layer2.3.conv2.weight,86,layer2.3.conv2.weight_ch86,26.12565040588379
layer3.3.conv3.weight,835,layer3.3.conv3.weight_ch835,25.78848648071289
layer2.1.conv3.weight,127,layer2.1.conv3.weight_ch127,25.485645294189453
layer3.2.conv3.weight,241,layer3.2.conv3.weight_ch241,25.440813064575195
layer1.2.conv3.weight,135,layer1.2.conv3.weight_ch135,25.132347106933594
layer3.0.conv3.weight,576,layer3.0.conv3.weight_ch576,25.035581588745117
layer3.2.conv3.weight,552,layer3.2.conv3.weight_ch552,24.94508934020996
layer2.3.conv2.weight,64,layer2.3.conv2.weight_ch64,24.659786224365234
layer3.1.conv3.weight,445,layer3.1.conv3.weight_ch445,24.569580078125
layer4.1.conv1.weight,125,layer4.1.conv1.weight_ch125,24.492403030395508
layer3.0.conv2.weight,96,layer3.0.conv2.weight_ch96,22.642484664916992
layer3.0.conv3.weight,940,layer3.0.conv3.weight_ch940,22.623083114624023
layer3.0.conv3.weight,189,layer3.0.conv3.weight_ch189,22.554630279541016
layer3.5.conv3.weight,497,layer3.5.conv3.weight_ch497,22.554458618164062
layer4.1.conv1.weight,210,layer4.1.conv1.weight_ch210,22.550182342529297
layer3.0.conv3.weight,978,layer3.0.conv3.weight_ch978,22.52838897705078
layer3.2.conv2.weight,48,layer3.2.conv2.weight_ch48,22.18442153930664
layer3.0.conv3.weight,341,layer3.0.conv3.weight_ch341,21.96627426147461
layer3.1.conv3.weight,653,layer3.1.conv3.weight_ch653,21.91901206970215
layer3.0.conv3.weight,290,layer3.0.conv3.weight_ch290,21.91385841369629
layer3.2.conv3.weight,860,layer3.2.conv3.weight_ch860,21.77873992919922
layer3.2.conv3.weight,8,layer3.2.conv3.weight_ch8,21.716890335083008
layer3.1.conv3.weight,220,layer3.1.conv3.weight_ch220,21.708660125732422
layer3.2.conv3.weight,646,layer3.2.conv3.weight_ch646,21.631622314453125
layer3.3.conv3.weight,175,layer3.3.conv3.weight_ch175,21.51881217956543
layer3.3.conv3.weight,477,layer3.3.conv3.weight_ch477,21.277456283569336
layer4.0.conv3.weight,2002,layer4.0.conv3.weight_ch2002,21.22063636779785
layer3.3.conv3.weight,418,layer3.3.conv3.weight_ch418,21.052749633789062
layer3.2.conv3.weight,636,layer3.2.conv3.weight_ch636,21.0233097076416
layer3.0.conv2.weight,27,layer3.0.conv2.weight_ch27,20.883581161499023
layer3.5.conv3.weight,526,layer3.5.conv3.weight_ch526,20.783145904541016
layer3.3.conv3.weight,531,layer3.3.conv3.weight_ch531,20.479354858398438
layer3.5.conv3.weight,270,layer3.5.conv3.weight_ch270,20.409626007080078
layer2.1.conv3.weight,420,layer2.1.conv3.weight_ch420,20.17292594909668
layer2.1.conv3.weight,390,layer2.1.conv3.weight_ch390,20.132192611694336
layer3.2.conv2.weight,148,layer3.2.conv2.weight_ch148,20.067310333251953
layer3.3.conv3.weight,865,layer3.3.conv3.weight_ch865,19.88916778564453
layer3.5.conv3.weight,119,layer3.5.conv3.weight_ch119,19.834976196289062
layer3.1.conv3.weight,986,layer3.1.conv3.weight_ch986,19.797929763793945
layer4.0.conv3.weight,397,layer4.0.conv3.weight_ch397,19.618593215942383
layer3.3.conv3.weight,97,layer3.3.conv3.weight_ch97,19.55339813232422
layer3.3.conv3.weight,19,layer3.3.conv3.weight_ch19,19.248781204223633
layer4.0.conv3.weight,691,layer4.0.conv3.weight_ch691,18.884464263916016
layer3.0.conv3.weight,245,layer3.0.conv3.weight_ch245,18.87090492248535
layer4.0.conv3.weight,1660,layer4.0.conv3.weight_ch1660,18.738605499267578
layer4.1.conv1.weight,276,layer4.1.conv1.weight_ch276,18.125532150268555
layer2.1.conv3.weight,405,layer2.1.conv3.weight_ch405,18.078060150146484
layer2.1.conv3.weight,139,layer2.1.conv3.weight_ch139,18.054561614990234
layer3.0.conv3.weight,247,layer3.0.conv3.weight_ch247,18.050495147705078
layer4.0.conv3.weight,459,layer4.0.conv3.weight_ch459,17.892797470092773
layer3.3.conv3.weight,529,layer3.3.conv3.weight_ch529,17.8619327545166
layer4.0.conv3.weight,88,layer4.0.conv3.weight_ch88,17.834806442260742
layer4.0.conv3.weight,690,layer4.0.conv3.weight_ch690,17.79630470275879
layer3.2.conv3.weight,347,layer3.2.conv3.weight_ch347,17.71772003173828
layer4.0.conv3.weight,925,layer4.0.conv3.weight_ch925,17.564863204956055
layer4.1.conv1.weight,324,layer4.1.conv1.weight_ch324,17.30955696105957
layer3.2.conv3.weight,903,layer3.2.conv3.weight_ch903,17.2384033203125
layer4.0.conv3.weight,1288,layer4.0.conv3.weight_ch1288,17.14864158630371
layer3.0.conv3.weight,104,layer3.0.conv3.weight_ch104,17.06266975402832
layer3.0.conv3.weight,307,layer3.0.conv3.weight_ch307,17.042678833007812
layer4.0.conv3.weight,1637,layer4.0.conv3.weight_ch1637,16.593183517456055
layer3.3.conv3.weight,291,layer3.3.conv3.weight_ch291,16.474157333374023
layer3.2.conv3.weight,451,layer3.2.conv3.weight_ch451,16.40504264831543
layer1.2.conv3.weight,83,layer1.2.conv3.weight_ch83,16.330307006835938
layer3.1.conv3.weight,91,layer3.1.conv3.weight_ch91,16.233156204223633
layer3.2.conv1.weight,71,layer3.2.conv1.weight_ch71,16.074697494506836
layer3.0.conv3.weight,463,layer3.0.conv3.weight_ch463,15.77730655670166
layer3.0.conv3.weight,890,layer3.0.conv3.weight_ch890,15.764150619506836
layer3.3.conv3.weight,753,layer3.3.conv3.weight_ch753,15.645393371582031
layer4.0.conv3.weight,1413,layer4.0.conv3.weight_ch1413,15.625645637512207
layer3.1.conv3.weight,583,layer3.1.conv3.weight_ch583,15.611760139465332
layer2.0.conv1.weight,80,layer2.0.conv1.weight_ch80,15.38326644897461
layer4.0.conv3.weight,1596,layer4.0.conv3.weight_ch1596,15.305008888244629
layer4.0.conv3.weight,948,layer4.0.conv3.weight_ch948,15.252568244934082
layer3.2.conv2.weight,149,layer3.2.conv2.weight_ch149,15.150858879089355
layer3.3.conv3.weight,321,layer3.3.conv3.weight_ch321,15.136140823364258
layer3.5.conv3.weight,713,layer3.5.conv3.weight_ch713,15.13107967376709
layer4.0.conv3.weight,1158,layer4.0.conv3.weight_ch1158,15.095043182373047
layer3.5.conv3.weight,43,layer3.5.conv3.weight_ch43,15.069772720336914
layer3.0.conv3.weight,760,layer3.0.conv3.weight_ch760,15.061373710632324
layer3.2.conv3.weight,43,layer3.2.conv3.weight_ch43,14.791589736938477
layer4.0.conv3.weight,860,layer4.0.conv3.weight_ch860,14.553342819213867
layer3.0.conv3.weight,947,layer3.0.conv3.weight_ch947,14.543384552001953
layer3.2.conv3.weight,689,layer3.2.conv3.weight_ch689,14.403894424438477
layer2.1.conv3.weight,466,layer2.1.conv3.weight_ch466,14.329277992248535
layer3.5.conv3.weight,190,layer3.5.conv3.weight_ch190,14.301948547363281
layer3.5.conv3.weight,926,layer3.5.conv3.weight_ch926,14.130467414855957
layer4.1.conv1.weight,222,layer4.1.conv1.weight_ch222,14.085271835327148
layer4.1.conv1.weight,50,layer4.1.conv1.weight_ch50,14.065614700317383
layer3.1.conv3.weight,771,layer3.1.conv3.weight_ch771,13.939743995666504
layer3.0.conv3.weight,430,layer3.0.conv3.weight_ch430,13.921096801757812
layer3.2.conv3.weight,57,layer3.2.conv3.weight_ch57,13.914168357849121
layer3.2.conv3.weight,688,layer3.2.conv3.weight_ch688,13.890092849731445
layer2.0.conv2.weight,47,layer2.0.conv2.weight_ch47,13.884298324584961
layer3.1.conv3.weight,15,layer3.1.conv3.weight_ch15,13.872138023376465
layer4.0.conv3.weight,1376,layer4.0.conv3.weight_ch1376,13.777177810668945
layer3.5.conv3.weight,357,layer3.5.conv3.weight_ch357,13.649588584899902
layer3.2.conv3.weight,127,layer3.2.conv3.weight_ch127,13.64407730102539
layer4.0.conv3.weight,1363,layer4.0.conv3.weight_ch1363,13.618067741394043
layer3.2.conv3.weight,526,layer3.2.conv3.weight_ch526,13.60976505279541
layer3.1.conv3.weight,872,layer3.1.conv3.weight_ch872,13.59284496307373
layer4.0.conv3.weight,1484,layer4.0.conv3.weight_ch1484,13.587502479553223
layer3.5.conv3.weight,114,layer3.5.conv3.weight_ch114,13.584259986877441
layer4.0.conv3.weight,1039,layer4.0.conv3.weight_ch1039,13.582770347595215
layer3.2.conv3.weight,312,layer3.2.conv3.weight_ch312,13.561367988586426
layer3.5.conv3.weight,484,layer3.5.conv3.weight_ch484,13.47081184387207
layer3.2.conv3.weight,624,layer3.2.conv3.weight_ch624,13.411026000976562
layer3.3.conv3.weight,219,layer3.3.conv3.weight_ch219,13.38901424407959
layer4.0.conv3.weight,1656,layer4.0.conv3.weight_ch1656,13.314269065856934
layer3.2.conv3.weight,737,layer3.2.conv3.weight_ch737,13.200387001037598
layer3.3.conv3.weight,488,layer3.3.conv3.weight_ch488,13.130474090576172
layer4.0.conv3.weight,839,layer4.0.conv3.weight_ch839,13.076461791992188
layer3.0.conv2.weight,131,layer3.0.conv2.weight_ch131,13.022611618041992
layer3.3.conv3.weight,879,layer3.3.conv3.weight_ch879,13.01659870147705
layer4.0.conv3.weight,612,layer4.0.conv3.weight_ch612,12.922470092773438
layer1.2.conv3.weight,36,layer1.2.conv3.weight_ch36,12.911022186279297
layer3.5.conv3.weight,865,layer3.5.conv3.weight_ch865,12.671896934509277
layer3.0.conv3.weight,310,layer3.0.conv3.weight_ch310,12.66511344909668
layer4.0.conv3.weight,1813,layer4.0.conv3.weight_ch1813,12.613363265991211
layer2.0.conv1.weight,97,layer2.0.conv1.weight_ch97,12.498385429382324
layer4.0.conv3.weight,608,layer4.0.conv3.weight_ch608,12.47096061706543
layer3.5.conv3.weight,293,layer3.5.conv3.weight_ch293,12.271588325500488
layer3.5.conv3.weight,932,layer3.5.conv3.weight_ch932,12.226151466369629
layer4.0.conv3.weight,114,layer4.0.conv3.weight_ch114,12.206664085388184
layer3.3.conv3.weight,313,layer3.3.conv3.weight_ch313,12.142301559448242
layer4.0.conv3.weight,1604,layer4.0.conv3.weight_ch1604,12.08771800994873
layer2.1.conv3.weight,483,layer2.1.conv3.weight_ch483,12.020933151245117
layer3.2.conv3.weight,999,layer3.2.conv3.weight_ch999,12.005523681640625
layer3.5.conv3.weight,842,layer3.5.conv3.weight_ch842,11.988018989562988
layer2.0.conv2.weight,62,layer2.0.conv2.weight_ch62,11.980514526367188
layer4.1.conv1.weight,38,layer4.1.conv1.weight_ch38,11.977296829223633
layer3.1.conv3.weight,484,layer3.1.conv3.weight_ch484,11.881813049316406
layer3.1.conv3.weight,695,layer3.1.conv3.weight_ch695,11.880084991455078
layer4.0.conv3.weight,26,layer4.0.conv3.weight_ch26,11.85947322845459
layer3.3.conv3.weight,240,layer3.3.conv3.weight_ch240,11.796622276306152
layer3.5.conv3.weight,77,layer3.5.conv3.weight_ch77,11.74935245513916
layer2.1.conv3.weight,150,layer2.1.conv3.weight_ch150,11.608525276184082
layer4.0.conv3.weight,365,layer4.0.conv3.weight_ch365,11.590373039245605
layer4.0.conv3.weight,243,layer4.0.conv3.weight_ch243,11.574149131774902
layer4.0.conv3.weight,1672,layer4.0.conv3.weight_ch1672,11.56473159790039
layer1.2.conv3.weight,30,layer1.2.conv3.weight_ch30,11.550556182861328
layer4.1.conv1.weight,450,layer4.1.conv1.weight_ch450,11.469155311584473
layer4.0.conv3.weight,1791,layer4.0.conv3.weight_ch1791,11.443535804748535
layer4.0.conv3.weight,1366,layer4.0.conv3.weight_ch1366,11.376765251159668
layer3.2.conv3.weight,194,layer3.2.conv3.weight_ch194,11.289640426635742
layer3.5.conv3.weight,647,layer3.5.conv3.weight_ch647,11.273496627807617
layer4.1.conv1.weight,251,layer4.1.conv1.weight_ch251,11.271435737609863
layer3.0.conv3.weight,246,layer3.0.conv3.weight_ch246,11.2201509475708
layer4.0.conv3.weight,421,layer4.0.conv3.weight_ch421,11.188359260559082
layer4.0.conv3.weight,1072,layer4.0.conv3.weight_ch1072,11.151098251342773
layer4.0.conv3.weight,482,layer4.0.conv3.weight_ch482,11.150927543640137
layer3.2.conv1.weight,112,layer3.2.conv1.weight_ch112,11.142663955688477
layer3.0.conv3.weight,184,layer3.0.conv3.weight_ch184,11.137184143066406
layer2.1.conv3.weight,353,layer2.1.conv3.weight_ch353,11.119400024414062
layer3.1.conv3.weight,276,layer3.1.conv3.weight_ch276,10.9679536819458
layer3.5.conv3.weight,563,layer3.5.conv3.weight_ch563,10.966156959533691
layer3.2.conv3.weight,512,layer3.2.conv3.weight_ch512,10.934396743774414
layer3.0.conv3.weight,659,layer3.0.conv3.weight_ch659,10.840641021728516
layer2.1.conv3.weight,438,layer2.1.conv3.weight_ch438,10.72344970703125
layer2.1.conv3.weight,337,layer2.1.conv3.weight_ch337,10.667049407958984
layer3.0.conv3.weight,636,layer3.0.conv3.weight_ch636,10.62938117980957
layer3.2.conv3.weight,266,layer3.2.conv3.weight_ch266,10.60970401763916
layer4.0.conv3.weight,685,layer4.0.conv3.weight_ch685,10.595991134643555
layer4.0.conv3.weight,1121,layer4.0.conv3.weight_ch1121,10.56740665435791
layer3.5.conv3.weight,14,layer3.5.conv3.weight_ch14,10.528373718261719
layer4.0.conv3.weight,213,layer4.0.conv3.weight_ch213,10.527983665466309
layer4.0.conv3.weight,636,layer4.0.conv3.weight_ch636,10.514391899108887
layer3.3.conv3.weight,600,layer3.3.conv3.weight_ch600,10.359527587890625
layer3.5.conv3.weight,455,layer3.5.conv3.weight_ch455,10.28295612335205
layer4.1.conv1.weight,282,layer4.1.conv1.weight_ch282,10.241057395935059
layer3.2.conv3.weight,606,layer3.2.conv3.weight_ch606,10.210735321044922
layer4.0.conv3.weight,1956,layer4.0.conv3.weight_ch1956,10.168244361877441
layer3.3.conv3.weight,128,layer3.3.conv3.weight_ch128,10.162332534790039
layer3.2.conv3.weight,4,layer3.2.conv3.weight_ch4,10.07277774810791
layer3.5.conv3.weight,49,layer3.5.conv3.weight_ch49,10.037104606628418
layer3.1.conv3.weight,201,layer3.1.conv3.weight_ch201,10.015891075134277
layer2.1.conv3.weight,443,layer2.1.conv3.weight_ch443,9.953371047973633
layer4.0.conv3.weight,1065,layer4.0.conv3.weight_ch1065,9.925073623657227
layer4.0.conv3.weight,1222,layer4.0.conv3.weight_ch1222,9.905705451965332
layer4.0.conv3.weight,818,layer4.0.conv3.weight_ch818,9.886117935180664
layer3.1.conv3.weight,596,layer3.1.conv3.weight_ch596,9.881624221801758
layer2.1.conv3.weight,284,layer2.1.conv3.weight_ch284,9.876163482666016
layer4.0.conv3.weight,1483,layer4.0.conv3.weight_ch1483,9.856457710266113
layer3.1.conv3.weight,448,layer3.1.conv3.weight_ch448,9.790245056152344
layer3.5.conv3.weight,483,layer3.5.conv3.weight_ch483,9.754173278808594
layer4.0.conv3.weight,934,layer4.0.conv3.weight_ch934,9.753308296203613
layer3.3.conv3.weight,456,layer3.3.conv3.weight_ch456,9.740047454833984
layer3.1.conv3.weight,786,layer3.1.conv3.weight_ch786,9.647171974182129
layer4.1.conv1.weight,307,layer4.1.conv1.weight_ch307,9.603379249572754
layer3.5.conv3.weight,816,layer3.5.conv3.weight_ch816,9.58900260925293
layer4.0.conv3.weight,449,layer4.0.conv3.weight_ch449,9.57925033569336
layer3.2.conv2.weight,71,layer3.2.conv2.weight_ch71,9.566030502319336
layer4.1.conv1.weight,415,layer4.1.conv1.weight_ch415,9.558359146118164
layer4.0.conv3.weight,388,layer4.0.conv3.weight_ch388,9.474859237670898
layer3.5.conv3.weight,817,layer3.5.conv3.weight_ch817,9.465539932250977
layer4.1.conv1.weight,392,layer4.1.conv1.weight_ch392,9.42819595336914
layer4.0.conv3.weight,171,layer4.0.conv3.weight_ch171,9.422411918640137
layer3.3.conv3.weight,668,layer3.3.conv3.weight_ch668,9.394051551818848
layer3.2.conv2.weight,235,layer3.2.conv2.weight_ch235,9.339838981628418
layer3.2.conv3.weight,210,layer3.2.conv3.weight_ch210,9.32677936553955
layer3.2.conv2.weight,190,layer3.2.conv2.weight_ch190,9.316940307617188
layer3.1.conv3.weight,35,layer3.1.conv3.weight_ch35,9.289273262023926
layer4.0.conv3.weight,125,layer4.0.conv3.weight_ch125,9.192813873291016
layer2.0.conv2.weight,78,layer2.0.conv2.weight_ch78,9.181507110595703
layer4.0.conv3.weight,124,layer4.0.conv3.weight_ch124,9.178255081176758
layer3.2.conv3.weight,591,layer3.2.conv3.weight_ch591,9.172059059143066
layer4.1.conv1.weight,371,layer4.1.conv1.weight_ch371,9.102082252502441
layer4.1.conv1.weight,296,layer4.1.conv1.weight_ch296,9.095959663391113
layer3.0.conv2.weight,154,layer3.0.conv2.weight_ch154,9.07214641571045
layer3.2.conv2.weight,45,layer3.2.conv2.weight_ch45,9.026944160461426
layer3.3.conv3.weight,259,layer3.3.conv3.weight_ch259,8.987060546875
layer3.5.conv3.weight,223,layer3.5.conv3.weight_ch223,8.981789588928223
layer3.1.conv3.weight,154,layer3.1.conv3.weight_ch154,8.971735000610352
layer4.0.conv3.weight,785,layer4.0.conv3.weight_ch785,8.952430725097656
layer4.0.conv3.weight,1273,layer4.0.conv3.weight_ch1273,8.940720558166504
layer3.3.conv3.weight,572,layer3.3.conv3.weight_ch572,8.902453422546387
layer3.5.conv3.weight,900,layer3.5.conv3.weight_ch900,8.86658763885498
layer3.2.conv1.weight,217,layer3.2.conv1.weight_ch217,8.839123725891113
layer1.2.conv3.weight,105,layer1.2.conv3.weight_ch105,8.788034439086914
layer4.0.conv3.weight,1576,layer4.0.conv3.weight_ch1576,8.783117294311523
layer3.0.conv3.weight,518,layer3.0.conv3.weight_ch518,8.767190933227539
layer2.0.conv1.weight,91,layer2.0.conv1.weight_ch91,8.761871337890625
layer3.0.conv2.weight,90,layer3.0.conv2.weight_ch90,8.725700378417969
layer3.5.conv3.weight,536,layer3.5.conv3.weight_ch536,8.716472625732422
layer3.0.conv3.weight,243,layer3.0.conv3.weight_ch243,8.7013521194458
layer3.0.conv3.weight,688,layer3.0.conv3.weight_ch688,8.699258804321289
layer3.2.conv2.weight,146,layer3.2.conv2.weight_ch146,8.66089916229248
layer4.1.conv1.weight,89,layer4.1.conv1.weight_ch89,8.654075622558594
layer3.2.conv3.weight,213,layer3.2.conv3.weight_ch213,8.535886764526367
layer3.2.conv1.weight,214,layer3.2.conv1.weight_ch214,8.535870552062988
layer3.1.conv3.weight,671,layer3.1.conv3.weight_ch671,8.53537654876709
layer4.0.conv3.weight,312,layer4.0.conv3.weight_ch312,8.521480560302734
layer3.2.conv3.weight,721,layer3.2.conv3.weight_ch721,8.498111724853516
layer3.1.conv3.weight,252,layer3.1.conv3.weight_ch252,8.483469009399414
layer3.5.conv3.weight,936,layer3.5.conv3.weight_ch936,8.364275932312012
layer2.1.conv3.weight,141,layer2.1.conv3.weight_ch141,8.325989723205566
layer4.0.conv3.weight,1631,layer4.0.conv3.weight_ch1631,8.316262245178223
layer4.0.conv3.weight,1689,layer4.0.conv3.weight_ch1689,8.313100814819336
layer3.0.conv2.weight,220,layer3.0.conv2.weight_ch220,8.29654598236084
layer2.1.conv3.weight,129,layer2.1.conv3.weight_ch129,8.279861450195312
layer3.2.conv3.weight,576,layer3.2.conv3.weight_ch576,8.278663635253906
layer3.2.conv3.weight,279,layer3.2.conv3.weight_ch279,8.246538162231445
layer3.1.conv3.weight,260,layer3.1.conv3.weight_ch260,8.244644165039062
layer3.0.conv3.weight,976,layer3.0.conv3.weight_ch976,8.244571685791016
layer4.0.conv3.weight,1798,layer4.0.conv3.weight_ch1798,8.195714950561523
layer3.0.conv3.weight,964,layer3.0.conv3.weight_ch964,8.18903636932373
layer2.3.conv2.weight,73,layer2.3.conv2.weight_ch73,8.163594245910645
layer2.0.conv1.weight,95,layer2.0.conv1.weight_ch95,8.143636703491211
layer4.0.conv3.weight,1223,layer4.0.conv3.weight_ch1223,8.121870994567871
layer3.3.conv3.weight,614,layer3.3.conv3.weight_ch614,8.106240272521973
layer3.3.conv3.weight,713,layer3.3.conv3.weight_ch713,8.103384017944336
layer3.2.conv2.weight,124,layer3.2.conv2.weight_ch124,8.101701736450195
layer3.5.conv3.weight,51,layer3.5.conv3.weight_ch51,8.09023380279541
layer4.0.conv3.weight,1541,layer4.0.conv3.weight_ch1541,8.08239459991455
