layer_name,mean_absolute_change,mean_relative_change
layer1.2.bn2.bias,0.013070318847894669,5.401400566101074
layer3.1.bn1.bias,0.011231674812734127,5.1419243812561035
layer2.0.downsample.0.weight,0.00275865918956697,3.9990780353546143
layer2.1.conv3.weight,0.0026227727066725492,3.7174811363220215
layer4.1.conv1.weight,0.0030222549103200436,3.5590121746063232
layer3.2.conv1.weight,0.0024554708506911993,3.2703745365142822
layer2.0.conv2.weight,0.0034833396784961224,3.248190402984619
layer2.3.conv2.weight,0.0036235330626368523,3.13954496383667
layer3.5.conv3.weight,0.003513659816235304,3.1019487380981445
layer4.0.conv3.weight,0.003451836993917823,3.0810675621032715
layer2.0.conv1.weight,0.004371427930891514,3.0494072437286377
layer3.3.conv3.weight,0.003561672056093812,2.89963698387146
layer4.0.downsample.0.weight,0.0024343174882233143,2.8551156520843506
layer3.2.conv2.weight,0.002488567726686597,2.8483829498291016
layer1.2.conv3.weight,0.0036920299753546715,2.8417158126831055
layer3.0.conv3.weight,0.0042219217866659164,2.8400399684906006
layer3.1.conv3.weight,0.0037489403039216995,2.8357248306274414
layer3.2.conv3.weight,0.0036539246793836355,2.827007532119751
layer3.0.conv2.weight,0.0033292004372924566,2.798821449279785
layer3.4.conv1.weight,0.0032020171638578176,2.7653448581695557
layer2.1.bn3.weight,0.008269067853689194,2.734694004058838
layer2.2.conv3.weight,0.004034222569316626,2.7244176864624023
layer3.1.conv2.weight,0.002602844499051571,2.638810157775879
layer3.4.conv3.weight,0.0035533192567527294,2.633183479309082
layer3.0.downsample.0.weight,0.003020826494321227,2.5422399044036865
layer3.0.conv1.weight,0.004680300131440163,2.3981027603149414
layer3.4.conv2.weight,0.0025823181495070457,2.37066912651062
layer2.2.conv2.weight,0.0032460365910083055,2.3399877548217773
layer4.0.conv2.weight,0.002565090311691165,2.326961040496826
layer3.5.conv2.weight,0.00265475083142519,2.290085792541504
layer2.1.bn3.bias,0.006646653637290001,2.2451095581054688
layer3.3.conv2.weight,0.0024971815291792154,2.207686424255371
layer1.0.downsample.0.weight,0.004796229302883148,2.2071948051452637
layer3.3.conv1.weight,0.0028748789336532354,2.1976325511932373
layer3.5.conv1.weight,0.00352900056168437,2.193441152572632
layer2.2.conv1.weight,0.003309382125735283,2.1882853507995605
layer2.3.conv3.weight,0.0038612415082752705,2.147660493850708
layer4.1.conv3.weight,0.0025243619456887245,2.133725643157959
layer2.1.conv2.weight,0.002126519102603197,2.0835957527160645
layer1.1.conv3.weight,0.003559472970664501,2.0666723251342773
layer2.1.conv1.weight,0.001966893905773759,2.0621984004974365
layer3.1.conv1.weight,0.0024127757642418146,2.012946605682373
layer2.3.conv1.weight,0.003758341772481799,1.9162266254425049
layer2.0.conv3.weight,0.003594623412936926,1.9091553688049316
