layer_name,mean_absolute_change,mean_relative_change
layer4.0.conv1.weight,0.004150767810642719,1.8925528526306152
layer4.1.conv2.weight,0.001978248357772827,1.8363062143325806
layer1.1.conv1.weight,0.0032338674645870924,1.5838637351989746
layer1.2.conv2.weight,0.004325430374592543,1.5423952341079712
layer1.2.bn3.weight,0.006129137240350246,1.525576114654541
layer2.3.bn3.bias,0.007227737456560135,1.4890708923339844
layer2.0.bn2.bias,0.012748003005981445,1.4887330532073975
fc.bias,0.0033074652310460806,1.419546365737915
conv1.weight,0.00842472817748785,1.3853585720062256
layer4.2.conv3.weight,0.0015664519742131233,1.3800841569900513
layer1.0.conv2.weight,0.002778866561129689,1.3753498792648315
layer1.1.conv2.weight,0.0034688515588641167,1.372918725013733
fc.weight,0.0026048601139336824,1.3601973056793213
layer3.0.bn3.bias,0.005868134088814259,1.3551833629608154
layer3.0.downsample.1.bias,0.005868134088814259,1.3551833629608154
layer4.2.conv1.weight,0.0025941908825188875,1.340013861656189
layer4.2.bn2.bias,0.01165751088410616,1.3226357698440552
layer1.2.conv1.weight,0.003983679693192244,1.2457408905029297
layer3.2.bn1.bias,0.011562670581042767,1.1710000038146973
layer1.0.conv1.weight,0.0056417109444737434,1.155592918395996
layer2.2.bn1.bias,0.010709666647017002,1.0738027095794678
layer2.1.bn1.bias,0.009541371837258339,1.0242764949798584
layer1.0.conv3.weight,0.0031619006767868996,1.003530740737915
layer3.0.bn2.bias,0.011065653525292873,0.9922186136245728
layer3.2.bn2.bias,0.01001997571438551,0.9027088284492493
layer1.1.bn3.bias,0.00586535781621933,0.8930984139442444
layer3.3.bn3.bias,0.006536769215017557,0.8826969265937805
layer3.5.bn1.bias,0.010256500914692879,0.8737844228744507
layer1.2.bn3.bias,0.005163650028407574,0.8619014620780945
layer2.3.bn3.weight,0.008943893015384674,0.8492859601974487
layer3.5.bn3.bias,0.009545871056616306,0.8243131041526794
layer1.0.bn3.bias,0.007791392970830202,0.8065773248672485
layer1.0.downsample.1.bias,0.007791392970830202,0.8065773248672485
layer4.0.bn2.bias,0.01132903341203928,0.7728263139724731
layer2.2.bn3.bias,0.007381572853773832,0.738248348236084
layer3.4.bn2.bias,0.009017529897391796,0.7250864505767822
layer2.0.bn3.bias,0.00593548035249114,0.700520932674408
layer2.0.downsample.1.bias,0.00593548035249114,0.700520932674408
layer1.1.bn3.weight,0.006938796490430832,0.6839053630828857
layer2.2.bn2.bias,0.010417543351650238,0.6780737042427063
layer3.1.bn3.bias,0.00670962780714035,0.6766791343688965
layer2.0.bn3.weight,0.007924199104309082,0.6552957892417908
layer2.3.bn1.bias,0.010486220940947533,0.6547697186470032
layer4.2.conv2.weight,0.0011349378619343042,0.6086432337760925
layer1.1.bn2.bias,0.012917432934045792,0.5968403816223145
layer3.1.bn2.bias,0.010035756975412369,0.5851128101348877
layer1.1.bn1.bias,0.01335432194173336,0.577739953994751
layer2.0.bn1.bias,0.010489863343536854,0.5338611602783203
layer4.2.bn3.bias,0.006469965912401676,0.5205842852592468
layer4.0.bn3.bias,0.004929977003484964,0.48700881004333496
layer4.0.downsample.1.bias,0.004929977003484964,0.48700881004333496
layer3.3.bn2.bias,0.0091883335262537,0.466936320066452
layer1.0.bn3.weight,0.01026260294020176,0.4539007246494293
layer3.0.bn1.bias,0.011103972792625427,0.44544315338134766
layer3.5.bn2.bias,0.010255090892314911,0.4315609037876129
layer2.1.bn2.bias,0.009468507021665573,0.42951226234436035
layer2.2.bn3.weight,0.00978605542331934,0.40203288197517395
layer3.3.bn1.bias,0.011751489713788033,0.3996773064136505
layer2.3.bn2.bias,0.009950689971446991,0.3877638876438141
layer3.2.bn3.bias,0.006523442454636097,0.3593311309814453
layer1.0.bn1.bias,0.012357127852737904,0.338338702917099
layer3.4.bn1.bias,0.010305913165211678,0.3353261947631836
layer1.0.bn2.bias,0.011150412261486053,0.31850069761276245
layer4.1.bn3.bias,0.005932818166911602,0.31180664896965027
layer4.2.bn1.bias,0.011099368333816528,0.3015994727611542
layer3.4.bn3.bias,0.007271702401340008,0.29924362897872925
layer1.2.bn1.bias,0.010503874160349369,0.2912255525588989
layer3.4.bn3.weight,0.009671729989349842,0.28732576966285706
layer3.3.bn3.weight,0.008562883362174034,0.24616682529449463
layer3.2.bn3.weight,0.00853752065449953,0.2115889936685562
layer4.1.bn1.bias,0.010341545566916466,0.198002427816391
layer3.5.bn3.weight,0.010684577748179436,0.19708901643753052
layer4.1.bn2.bias,0.010161074809730053,0.18267439305782318
layer3.1.bn3.weight,0.00961995031684637,0.17501632869243622
bn1.bias,0.019420165568590164,0.13522973656654358
layer2.0.downsample.1.weight,0.00805912259966135,0.1295989453792572
layer4.0.bn3.weight,0.033409759402275085,0.12709000706672668
layer3.2.bn1.weight,0.014265026897192001,0.1262548714876175
layer3.0.downsample.1.weight,0.008665475994348526,0.12164287269115448
layer4.1.bn2.weight,0.018555747345089912,0.12130383402109146
layer4.1.bn3.weight,0.030842307955026627,0.11780348420143127
layer3.1.bn1.weight,0.01315812673419714,0.1138819083571434
layer3.4.bn1.weight,0.013300498947501183,0.1106279194355011
layer4.0.bn1.bias,0.01090879924595356,0.1076919212937355
layer4.0.downsample.1.weight,0.021746832877397537,0.10701391845941544
layer3.5.bn1.weight,0.01411375217139721,0.10601871460676193
layer4.2.bn1.weight,0.015266533941030502,0.10425811260938644
layer3.3.bn1.weight,0.012233065441250801,0.10313200950622559
layer1.0.downsample.1.weight,0.012427608482539654,0.1008995845913887
layer4.2.bn2.weight,0.015285804867744446,0.10068760812282562
layer2.1.bn1.weight,0.00887204334139824,0.0995451807975769
layer3.0.bn3.weight,0.008935686200857162,0.09738942235708237
layer3.5.bn2.weight,0.013757947832345963,0.09724391996860504
layer3.1.bn2.weight,0.012897801585495472,0.09600575268268585
layer4.1.bn1.weight,0.013006973080337048,0.09537782520055771
layer1.0.bn2.weight,0.010945077985525131,0.09461749345064163
layer1.1.bn2.weight,0.012561513110995293,0.09445685893297195
layer3.4.bn2.weight,0.012274050153791904,0.09412605315446854
layer3.3.bn2.weight,0.011431985534727573,0.09330183267593384
layer4.2.bn3.weight,0.049297407269477844,0.09211640059947968
layer4.0.bn2.weight,0.013385547325015068,0.09208332002162933
layer2.1.bn2.weight,0.010700147598981857,0.08997891843318939
layer3.2.bn2.weight,0.011693118140101433,0.08965776115655899
layer1.2.bn1.weight,0.012342086061835289,0.08959486335515976
layer4.0.bn1.weight,0.014582379721105099,0.0889982357621193
layer2.3.bn2.weight,0.012860341928899288,0.08852659910917282
layer2.2.bn1.weight,0.0103133050724864,0.08470690250396729
layer3.0.bn1.weight,0.014455389231443405,0.08383969217538834
layer1.0.bn1.weight,0.010297335684299469,0.08281740546226501
layer2.3.bn1.weight,0.010250910185277462,0.08127421140670776
layer2.2.bn2.weight,0.01045316644012928,0.08041851222515106
layer1.2.bn2.weight,0.012390168383717537,0.07878049463033676
layer2.0.bn1.weight,0.011492948979139328,0.07587388157844543
layer3.0.bn2.weight,0.008968914858996868,0.07089387625455856
layer1.1.bn1.weight,0.009164177812635899,0.06958988308906555
layer2.0.bn2.weight,0.009478826075792313,0.06769237667322159
bn1.weight,0.012089719995856285,0.058645568788051605
