channel_id,weight_index,weight_id,relative_change
layer3.5.conv3.weight_ch359,25,layer3.5.conv3.weight_ch359_w25,1179.4954833984375
layer4.0.conv3.weight_ch1256,489,layer4.0.conv3.weight_ch1256_w489,1068.204345703125
layer3.2.conv1.weight_ch187,630,layer3.2.conv1.weight_ch187_w630,733.07568359375
layer4.1.conv1.weight_ch460,2032,layer4.1.conv1.weight_ch460_w2032,409.2309875488281
layer4.1.conv1.weight_ch460,317,layer4.1.conv1.weight_ch460_w317,329.7386474609375
layer2.1.conv3.weight_ch496,33,layer2.1.conv3.weight_ch496_w33,325.609130859375
layer4.1.conv1.weight_ch460,638,layer4.1.conv1.weight_ch460_w638,300.0206298828125
layer4.1.conv1.weight_ch460,868,layer4.1.conv1.weight_ch460_w868,229.07363891601562
layer3.2.conv3.weight_ch366,95,layer3.2.conv3.weight_ch366_w95,227.4854736328125
layer4.1.conv1.weight_ch460,1718,layer4.1.conv1.weight_ch460_w1718,223.2320556640625
layer4.0.conv3.weight_ch1771,385,layer4.0.conv3.weight_ch1771_w385,220.6508331298828
layer4.1.conv1.weight_ch460,710,layer4.1.conv1.weight_ch460_w710,200.62020874023438
layer4.1.conv1.weight_ch460,1621,layer4.1.conv1.weight_ch460_w1621,177.62831115722656
layer3.5.conv3.weight_ch666,180,layer3.5.conv3.weight_ch666_w180,174.764892578125
layer3.1.conv3.weight_ch187,124,layer3.1.conv3.weight_ch187_w124,163.79656982421875
layer4.0.conv3.weight_ch1256,97,layer4.0.conv3.weight_ch1256_w97,154.73802185058594
layer3.2.conv1.weight_ch187,661,layer3.2.conv1.weight_ch187_w661,125.64042663574219
layer3.2.conv1.weight_ch187,138,layer3.2.conv1.weight_ch187_w138,122.23188781738281
layer4.1.conv1.weight_ch460,1940,layer4.1.conv1.weight_ch460_w1940,119.34243774414062
layer3.5.conv3.weight_ch359,189,layer3.5.conv3.weight_ch359_w189,116.3710708618164
layer4.1.conv1.weight_ch460,332,layer4.1.conv1.weight_ch460_w332,116.1272964477539
layer3.2.conv1.weight_ch187,163,layer3.2.conv1.weight_ch187_w163,103.2124252319336
layer3.3.conv3.weight_ch142,74,layer3.3.conv3.weight_ch142_w74,97.35529327392578
layer4.0.conv3.weight_ch1256,98,layer4.0.conv3.weight_ch1256_w98,92.96041107177734
layer3.0.conv3.weight_ch501,255,layer3.0.conv3.weight_ch501_w255,87.45074462890625
layer3.2.conv3.weight_ch366,57,layer3.2.conv3.weight_ch366_w57,70.52273559570312
layer3.3.conv3.weight_ch909,201,layer3.3.conv3.weight_ch909_w201,68.31505584716797
layer3.1.conv3.weight_ch376,195,layer3.1.conv3.weight_ch376_w195,64.2123794555664
layer2.1.conv3.weight_ch496,39,layer2.1.conv3.weight_ch496_w39,63.9681282043457
layer3.1.conv3.weight_ch32,206,layer3.1.conv3.weight_ch32_w206,59.27959442138672
layer3.1.conv3.weight_ch577,178,layer3.1.conv3.weight_ch577_w178,58.67214584350586
layer2.1.conv3.weight_ch496,31,layer2.1.conv3.weight_ch496_w31,58.08063888549805
layer3.2.conv1.weight_ch187,911,layer3.2.conv1.weight_ch187_w911,57.541255950927734
layer1.2.conv3.weight_ch47,17,layer1.2.conv3.weight_ch47_w17,57.33363723754883
layer4.0.conv3.weight_ch1256,134,layer4.0.conv3.weight_ch1256_w134,54.50312423706055
layer3.2.conv3.weight_ch366,167,layer3.2.conv3.weight_ch366_w167,48.25680923461914
layer4.0.conv3.weight_ch1771,228,layer4.0.conv3.weight_ch1771_w228,48.02891159057617
layer4.0.conv3.weight_ch1084,215,layer4.0.conv3.weight_ch1084_w215,46.79306411743164
layer3.1.conv3.weight_ch877,190,layer3.1.conv3.weight_ch877_w190,42.314632415771484
layer3.2.conv3.weight_ch366,63,layer3.2.conv3.weight_ch366_w63,42.04468536376953
layer3.2.conv1.weight_ch187,1014,layer3.2.conv1.weight_ch187_w1014,42.00957489013672
layer3.2.conv1.weight_ch187,280,layer3.2.conv1.weight_ch187_w280,40.92313003540039
layer2.1.conv3.weight_ch172,38,layer2.1.conv3.weight_ch172_w38,35.37990951538086
layer3.1.conv3.weight_ch376,129,layer3.1.conv3.weight_ch376_w129,34.881752014160156
layer4.0.conv3.weight_ch1256,303,layer4.0.conv3.weight_ch1256_w303,34.245723724365234
layer3.5.conv3.weight_ch359,96,layer3.5.conv3.weight_ch359_w96,32.76314163208008
layer4.0.conv3.weight_ch1084,37,layer4.0.conv3.weight_ch1084_w37,32.40559005737305
layer2.1.conv3.weight_ch496,109,layer2.1.conv3.weight_ch496_w109,29.745731353759766
layer4.0.conv3.weight_ch1256,52,layer4.0.conv3.weight_ch1256_w52,29.03777503967285
layer3.1.conv3.weight_ch187,44,layer3.1.conv3.weight_ch187_w44,28.163288116455078
layer4.0.conv3.weight_ch1771,396,layer4.0.conv3.weight_ch1771_w396,27.331966400146484
layer3.5.conv3.weight_ch359,108,layer3.5.conv3.weight_ch359_w108,26.83502960205078
layer2.1.conv3.weight_ch496,68,layer2.1.conv3.weight_ch496_w68,25.55988311767578
layer3.1.conv3.weight_ch877,176,layer3.1.conv3.weight_ch877_w176,25.434616088867188
layer3.5.conv3.weight_ch666,96,layer3.5.conv3.weight_ch666_w96,25.030611038208008
layer3.3.conv3.weight_ch909,53,layer3.3.conv3.weight_ch909_w53,24.498327255249023
layer4.0.conv3.weight_ch1084,291,layer4.0.conv3.weight_ch1084_w291,23.626991271972656
layer3.3.conv3.weight_ch142,19,layer3.3.conv3.weight_ch142_w19,23.593429565429688
layer3.2.conv1.weight_ch187,390,layer3.2.conv1.weight_ch187_w390,23.276378631591797
layer3.3.conv3.weight_ch142,161,layer3.3.conv3.weight_ch142_w161,22.84868049621582
layer3.2.conv3.weight_ch366,198,layer3.2.conv3.weight_ch366_w198,22.554311752319336
layer3.0.conv3.weight_ch501,47,layer3.0.conv3.weight_ch501_w47,22.455331802368164
layer3.1.conv3.weight_ch187,151,layer3.1.conv3.weight_ch187_w151,22.069686889648438
layer3.0.conv3.weight_ch226,207,layer3.0.conv3.weight_ch226_w207,22.069623947143555
layer3.2.conv1.weight_ch187,644,layer3.2.conv1.weight_ch187_w644,21.606721878051758
layer3.5.conv3.weight_ch666,25,layer3.5.conv3.weight_ch666_w25,21.559093475341797
layer4.0.conv3.weight_ch1771,496,layer4.0.conv3.weight_ch1771_w496,21.091928482055664
layer3.5.conv3.weight_ch359,105,layer3.5.conv3.weight_ch359_w105,20.806623458862305
layer4.0.conv3.weight_ch1256,399,layer4.0.conv3.weight_ch1256_w399,19.460275650024414
layer3.5.conv3.weight_ch359,210,layer3.5.conv3.weight_ch359_w210,19.26524543762207
layer3.1.conv3.weight_ch877,177,layer3.1.conv3.weight_ch877_w177,18.826875686645508
layer4.0.conv3.weight_ch1771,88,layer4.0.conv3.weight_ch1771_w88,18.715736389160156
layer3.1.conv3.weight_ch577,136,layer3.1.conv3.weight_ch577_w136,18.259130477905273
layer3.3.conv3.weight_ch142,236,layer3.3.conv3.weight_ch142_w236,17.086441040039062
layer3.5.conv3.weight_ch359,148,layer3.5.conv3.weight_ch359_w148,16.720975875854492
layer4.0.conv3.weight_ch1256,216,layer4.0.conv3.weight_ch1256_w216,16.164962768554688
layer3.0.conv3.weight_ch501,88,layer3.0.conv3.weight_ch501_w88,15.968832015991211
layer3.5.conv3.weight_ch359,246,layer3.5.conv3.weight_ch359_w246,15.877227783203125
layer4.0.conv3.weight_ch1256,490,layer4.0.conv3.weight_ch1256_w490,15.833953857421875
layer4.0.conv3.weight_ch1084,254,layer4.0.conv3.weight_ch1084_w254,15.714652061462402
layer3.1.conv3.weight_ch32,46,layer3.1.conv3.weight_ch32_w46,15.462442398071289
layer3.5.conv3.weight_ch359,248,layer3.5.conv3.weight_ch359_w248,15.047845840454102
layer3.0.conv3.weight_ch501,229,layer3.0.conv3.weight_ch501_w229,14.574929237365723
layer4.0.conv3.weight_ch1771,436,layer4.0.conv3.weight_ch1771_w436,14.143842697143555
layer3.5.conv3.weight_ch666,36,layer3.5.conv3.weight_ch666_w36,14.119757652282715
layer4.0.conv3.weight_ch1771,441,layer4.0.conv3.weight_ch1771_w441,14.10614013671875
layer4.0.conv3.weight_ch1771,83,layer4.0.conv3.weight_ch1771_w83,13.98693561553955
layer3.1.conv3.weight_ch187,243,layer3.1.conv3.weight_ch187_w243,13.882351875305176
layer3.5.conv3.weight_ch666,99,layer3.5.conv3.weight_ch666_w99,13.670159339904785
layer3.1.conv3.weight_ch376,171,layer3.1.conv3.weight_ch376_w171,13.38337230682373
layer4.0.conv3.weight_ch1771,206,layer4.0.conv3.weight_ch1771_w206,13.37191390991211
layer3.1.conv3.weight_ch577,6,layer3.1.conv3.weight_ch577_w6,13.250787734985352
layer2.1.conv3.weight_ch496,116,layer2.1.conv3.weight_ch496_w116,13.028498649597168
layer4.0.conv3.weight_ch1084,310,layer4.0.conv3.weight_ch1084_w310,13.01761531829834
layer3.0.conv3.weight_ch501,177,layer3.0.conv3.weight_ch501_w177,12.710046768188477
layer4.0.conv3.weight_ch1084,145,layer4.0.conv3.weight_ch1084_w145,12.65851879119873
layer3.1.conv3.weight_ch577,205,layer3.1.conv3.weight_ch577_w205,12.240941047668457
layer3.0.conv3.weight_ch501,227,layer3.0.conv3.weight_ch501_w227,11.809589385986328
layer3.1.conv3.weight_ch577,90,layer3.1.conv3.weight_ch577_w90,11.624547004699707
layer3.0.conv3.weight_ch501,71,layer3.0.conv3.weight_ch501_w71,11.281608581542969
layer2.1.conv3.weight_ch496,74,layer2.1.conv3.weight_ch496_w74,11.23211669921875
layer3.1.conv3.weight_ch32,134,layer3.1.conv3.weight_ch32_w134,11.15545654296875
layer3.1.conv3.weight_ch32,212,layer3.1.conv3.weight_ch32_w212,10.97823715209961
layer4.0.conv3.weight_ch1084,0,layer4.0.conv3.weight_ch1084_w0,10.438767433166504
layer3.1.conv3.weight_ch577,75,layer3.1.conv3.weight_ch577_w75,10.169054985046387
layer3.1.conv3.weight_ch376,237,layer3.1.conv3.weight_ch376_w237,10.154325485229492
layer4.0.conv3.weight_ch1084,397,layer4.0.conv3.weight_ch1084_w397,10.101000785827637
layer3.1.conv3.weight_ch877,156,layer3.1.conv3.weight_ch877_w156,10.048686027526855
layer3.3.conv3.weight_ch909,204,layer3.3.conv3.weight_ch909_w204,9.887666702270508
layer2.1.conv3.weight_ch496,105,layer2.1.conv3.weight_ch496_w105,9.856966018676758
layer3.0.conv3.weight_ch226,67,layer3.0.conv3.weight_ch226_w67,9.823912620544434
layer4.0.conv3.weight_ch1084,106,layer4.0.conv3.weight_ch1084_w106,9.7394437789917
layer3.1.conv3.weight_ch877,219,layer3.1.conv3.weight_ch877_w219,9.645650863647461
layer3.3.conv3.weight_ch909,90,layer3.3.conv3.weight_ch909_w90,9.318513870239258
layer3.1.conv3.weight_ch577,44,layer3.1.conv3.weight_ch577_w44,9.17507553100586
layer3.1.conv3.weight_ch32,184,layer3.1.conv3.weight_ch32_w184,8.86784553527832
layer3.1.conv3.weight_ch577,240,layer3.1.conv3.weight_ch577_w240,8.646923065185547
layer3.2.conv3.weight_ch366,227,layer3.2.conv3.weight_ch366_w227,8.445282936096191
layer3.1.conv3.weight_ch877,208,layer3.1.conv3.weight_ch877_w208,8.213556289672852
layer3.1.conv3.weight_ch376,138,layer3.1.conv3.weight_ch376_w138,8.167585372924805
layer3.0.conv3.weight_ch226,29,layer3.0.conv3.weight_ch226_w29,8.148139953613281
layer3.1.conv3.weight_ch32,152,layer3.1.conv3.weight_ch32_w152,8.023775100708008
layer3.0.conv3.weight_ch501,12,layer3.0.conv3.weight_ch501_w12,7.96287727355957
layer3.5.conv3.weight_ch666,105,layer3.5.conv3.weight_ch666_w105,7.9104132652282715
layer3.1.conv3.weight_ch187,82,layer3.1.conv3.weight_ch187_w82,7.899505138397217
layer3.5.conv3.weight_ch666,230,layer3.5.conv3.weight_ch666_w230,7.628454685211182
layer3.1.conv3.weight_ch32,63,layer3.1.conv3.weight_ch32_w63,7.594233989715576
layer3.1.conv3.weight_ch376,232,layer3.1.conv3.weight_ch376_w232,7.57183313369751
layer3.3.conv3.weight_ch142,254,layer3.3.conv3.weight_ch142_w254,7.540841579437256
layer3.3.conv3.weight_ch142,203,layer3.3.conv3.weight_ch142_w203,7.520338535308838
layer3.1.conv3.weight_ch577,151,layer3.1.conv3.weight_ch577_w151,7.255476951599121
layer3.3.conv3.weight_ch909,54,layer3.3.conv3.weight_ch909_w54,7.118251323699951
layer3.1.conv3.weight_ch877,53,layer3.1.conv3.weight_ch877_w53,7.041585445404053
layer3.5.conv3.weight_ch666,79,layer3.5.conv3.weight_ch666_w79,6.9130401611328125
layer3.1.conv3.weight_ch187,215,layer3.1.conv3.weight_ch187_w215,6.9109649658203125
layer3.3.conv3.weight_ch909,248,layer3.3.conv3.weight_ch909_w248,6.901541709899902
layer3.2.conv3.weight_ch366,182,layer3.2.conv3.weight_ch366_w182,6.701096534729004
layer3.2.conv3.weight_ch366,157,layer3.2.conv3.weight_ch366_w157,6.6365461349487305
layer2.1.conv3.weight_ch172,116,layer2.1.conv3.weight_ch172_w116,6.610445499420166
layer3.0.conv3.weight_ch226,145,layer3.0.conv3.weight_ch226_w145,6.589380264282227
layer3.0.conv3.weight_ch226,168,layer3.0.conv3.weight_ch226_w168,6.538462162017822
layer3.3.conv3.weight_ch909,170,layer3.3.conv3.weight_ch909_w170,6.4612932205200195
layer3.2.conv3.weight_ch366,243,layer3.2.conv3.weight_ch366_w243,6.3810906410217285
layer2.1.conv3.weight_ch172,64,layer2.1.conv3.weight_ch172_w64,6.342218399047852
layer3.3.conv3.weight_ch909,113,layer3.3.conv3.weight_ch909_w113,6.2892279624938965
layer3.5.conv3.weight_ch666,68,layer3.5.conv3.weight_ch666_w68,6.250137805938721
layer3.0.conv3.weight_ch501,8,layer3.0.conv3.weight_ch501_w8,6.189457416534424
layer3.3.conv3.weight_ch909,212,layer3.3.conv3.weight_ch909_w212,6.1578288078308105
layer3.1.conv3.weight_ch187,58,layer3.1.conv3.weight_ch187_w58,5.979712009429932
layer3.3.conv3.weight_ch142,143,layer3.3.conv3.weight_ch142_w143,5.84099006652832
layer3.0.conv3.weight_ch226,2,layer3.0.conv3.weight_ch226_w2,5.695103168487549
layer3.0.conv3.weight_ch226,62,layer3.0.conv3.weight_ch226_w62,5.681129455566406
layer3.0.conv3.weight_ch226,175,layer3.0.conv3.weight_ch226_w175,5.676767826080322
layer2.1.conv3.weight_ch172,92,layer2.1.conv3.weight_ch172_w92,5.672868251800537
layer3.1.conv3.weight_ch187,169,layer3.1.conv3.weight_ch187_w169,5.597749710083008
layer3.1.conv3.weight_ch376,174,layer3.1.conv3.weight_ch376_w174,5.526950836181641
layer3.1.conv3.weight_ch376,200,layer3.1.conv3.weight_ch376_w200,5.466307640075684
layer3.0.conv3.weight_ch226,85,layer3.0.conv3.weight_ch226_w85,5.429059982299805
layer3.1.conv3.weight_ch877,128,layer3.1.conv3.weight_ch877_w128,5.325785160064697
layer3.1.conv3.weight_ch877,197,layer3.1.conv3.weight_ch877_w197,5.274863243103027
layer3.1.conv3.weight_ch187,137,layer3.1.conv3.weight_ch187_w137,5.234222888946533
layer3.3.conv3.weight_ch142,144,layer3.3.conv3.weight_ch142_w144,5.167071342468262
layer2.1.conv3.weight_ch172,70,layer2.1.conv3.weight_ch172_w70,5.007625102996826
layer3.1.conv3.weight_ch376,86,layer3.1.conv3.weight_ch376_w86,4.622876167297363
layer3.3.conv3.weight_ch142,215,layer3.3.conv3.weight_ch142_w215,4.517152786254883
layer1.2.conv3.weight_ch47,57,layer1.2.conv3.weight_ch47_w57,4.229201793670654
layer2.1.conv3.weight_ch496,106,layer2.1.conv3.weight_ch496_w106,4.017634391784668
layer1.2.conv3.weight_ch47,11,layer1.2.conv3.weight_ch47_w11,3.9639503955841064
layer2.1.conv3.weight_ch172,55,layer2.1.conv3.weight_ch172_w55,3.367387294769287
layer2.1.conv3.weight_ch172,35,layer2.1.conv3.weight_ch172_w35,2.6354451179504395
layer1.2.conv3.weight_ch47,7,layer1.2.conv3.weight_ch47_w7,2.5853028297424316
layer2.1.conv3.weight_ch172,122,layer2.1.conv3.weight_ch172_w122,2.3940048217773438
layer2.1.conv3.weight_ch172,76,layer2.1.conv3.weight_ch172_w76,2.075052261352539
layer1.2.conv3.weight_ch47,31,layer1.2.conv3.weight_ch47_w31,1.522977352142334
layer1.2.conv3.weight_ch47,59,layer1.2.conv3.weight_ch47_w59,1.3952136039733887
layer1.2.conv3.weight_ch47,41,layer1.2.conv3.weight_ch47_w41,1.1465678215026855
layer1.2.conv3.weight_ch47,25,layer1.2.conv3.weight_ch47_w25,1.076402187347412
layer1.2.conv3.weight_ch47,45,layer1.2.conv3.weight_ch47_w45,0.9281032085418701
