layer_name,channel_index,channel_id,mean_absolute_change,max_absolute_change,mean_relative_change,max_relative_change,std_absolute_change,percentage_changed,channel_parameters,layer_total_relative_change
layer2.2.conv3.weight,387,layer2.2.conv3.weight_ch387,0.052771858870983124,0.16966553032398224,1617.40234375,206825.484375,0.038903359323740005,100.0,128,5.9581804275512695
layer1.2.conv3.weight,53,layer1.2.conv3.weight_ch53,0.07486401498317719,0.2472851425409317,791.7326049804688,50555.62890625,0.05246921628713608,100.0,64,5.182483673095703
layer4.0.conv3.weight,424,layer4.0.conv3.weight_ch424,0.02787686139345169,0.10471944510936737,755.06591796875,384925.8125,0.02069830894470215,100.0,512,4.268197059631348
layer3.5.conv3.weight,482,layer3.5.conv3.weight_ch482,0.03687493875622749,0.16626329720020294,586.06103515625,149409.625,0.02842448465526104,100.0,256,4.199634552001953
layer1.2.conv1.weight,41,layer1.2.conv1.weight_ch41,0.14480990171432495,0.751887321472168,460.2436218261719,117487.6171875,0.11539914458990097,100.0,256,8.693624496459961
layer4.0.conv3.weight,375,layer4.0.conv3.weight_ch375,0.02481796406209469,0.10408660769462585,430.2731628417969,219368.703125,0.019542625173926353,100.0,512,4.268197059631348
layer4.0.conv3.weight,32,layer4.0.conv3.weight_ch32,0.02652714215219021,0.10795902460813522,366.6627197265625,186770.703125,0.018790800124406815,100.0,512,4.268197059631348
layer3.5.conv3.weight,67,layer3.5.conv3.weight_ch67,0.03630266711115837,0.13601794838905334,353.6904602050781,89406.375,0.026524269953370094,100.0,256,4.199634552001953
layer2.2.conv2.weight,53,layer2.2.conv2.weight_ch53,0.034467339515686035,0.15976639091968536,232.69427490234375,265713.71875,0.026381894946098328,100.0,1152,5.434720993041992
layer4.0.conv3.weight,1270,layer4.0.conv3.weight_ch1270,0.02685355767607689,0.0934644564986229,219.80873107910156,110940.25,0.019739938899874687,100.0,512,4.268197059631348
layer4.0.conv3.weight,92,layer4.0.conv3.weight_ch92,0.02628503553569317,0.09785020351409912,218.39425659179688,109906.953125,0.020017048344016075,100.0,512,4.268197059631348
layer3.5.conv3.weight,356,layer3.5.conv3.weight_ch356,0.03831588476896286,0.1781412959098816,204.21392822265625,51165.5625,0.029166292399168015,100.0,256,4.199634552001953
layer4.0.conv3.weight,1471,layer4.0.conv3.weight_ch1471,0.026277674362063408,0.09747925400733948,183.11932373046875,92247.5078125,0.019385062158107758,100.0,512,4.268197059631348
layer3.0.conv2.weight,41,layer3.0.conv2.weight_ch41,0.024812866002321243,0.11173222959041595,169.94517517089844,381128.03125,0.0194694921374321,100.0,2304,4.588140487670898
layer2.2.conv3.weight,42,layer2.2.conv3.weight_ch42,0.060767266899347305,0.18607276678085327,138.12139892578125,17457.240234375,0.04243508726358414,100.0,128,5.9581804275512695
layer3.5.conv3.weight,123,layer3.5.conv3.weight_ch123,0.03583322837948799,0.11719995737075806,108.0876693725586,27246.310546875,0.026141369715332985,100.0,256,4.199634552001953
layer4.0.conv3.weight,1989,layer4.0.conv3.weight_ch1989,0.026984497904777527,0.1053834855556488,96.66287231445312,48421.0546875,0.02102826163172722,100.0,512,4.268197059631348
layer3.5.conv3.weight,1000,layer3.5.conv3.weight_ch1000,0.037614114582538605,0.12476848065853119,96.46139526367188,24267.513671875,0.02646717056632042,100.0,256,4.199634552001953
layer4.0.conv3.weight,941,layer4.0.conv3.weight_ch941,0.0260741226375103,0.1020900160074234,92.2065200805664,46528.01953125,0.019044162705540657,100.0,512,4.268197059631348
layer4.0.conv3.weight,2024,layer4.0.conv3.weight_ch2024,0.02693382278084755,0.10397598147392273,84.30793762207031,42248.8125,0.020234158262610435,100.0,512,4.268197059631348
layer4.1.conv2.weight,161,layer4.1.conv2.weight_ch161,0.017991451546549797,0.0851096659898758,83.95250701904297,377312.6875,0.013558303005993366,100.0,4608,4.438840866088867
layer3.5.conv3.weight,999,layer3.5.conv3.weight_ch999,0.041580505669116974,0.15117032825946808,77.96208953857422,18614.1796875,0.029959315434098244,100.0,256,4.199634552001953
layer4.1.conv2.weight,36,layer4.1.conv2.weight_ch36,0.0181607473641634,0.08416257053613663,77.87389373779297,346390.8125,0.013797330670058727,100.0,4608,4.438840866088867
layer3.5.conv3.weight,396,layer3.5.conv3.weight_ch396,0.03502030670642853,0.12347353994846344,76.43328094482422,19171.49609375,0.02485215663909912,100.0,256,4.199634552001953
layer3.5.conv3.weight,673,layer3.5.conv3.weight_ch673,0.03519340232014656,0.11876550316810608,75.68921661376953,18553.09375,0.026031624525785446,100.0,256,4.199634552001953
layer4.0.conv3.weight,177,layer4.0.conv3.weight_ch177,0.024972334504127502,0.10546490550041199,71.32222747802734,35813.55078125,0.01938270777463913,100.0,512,4.268197059631348
