layer_name,channel_index,weight_index,weight_id,baseline_value,unlearned_value,absolute_change,relative_change,rank_in_channel,channel_total_change
layer3.5.conv3.weight,1000,40,layer3.5.conv3.weight_ch1000_w40,0.00045562442392110825,-0.011918730102479458,0.012374354526400566,27.15911102294922,3,96.46139526367188
layer3.5.conv3.weight,1000,253,layer3.5.conv3.weight_ch1000_w253,-0.0004162431869190186,-0.011322325095534325,0.010906081646680832,26.20122528076172,4,96.46139526367188
layer3.5.conv3.weight,123,30,layer3.5.conv3.weight_ch123_w30,-0.0005702894413843751,0.014315957203507423,0.014886246994137764,26.102968215942383,3,108.0876693725586
layer3.5.conv3.weight,67,245,layer3.5.conv3.weight_ch67_w245,1.924923162732739e-05,0.0005039486568421125,0.0004846994124818593,25.180194854736328,3,353.6904602050781
layer2.2.conv2.weight,53,256,layer2.2.conv2.weight_ch53_w256,0.0005107031320221722,-0.012225078418850899,0.012735781259834766,24.9377384185791,7,232.69427490234375
layer2.2.conv2.weight,53,378,layer2.2.conv2.weight_ch53_w378,0.00013144673721399158,-0.0030776706989854574,0.0032091173343360424,24.413822174072266,8,232.69427490234375
layer4.0.conv3.weight,1471,187,layer4.0.conv3.weight_ch1471_w187,-0.00013817868602927774,0.0031189932487905025,0.0032571719493716955,23.572174072265625,8,183.11932373046875
layer2.2.conv2.weight,53,138,layer2.2.conv2.weight_ch53_w138,0.0005835130577906966,0.014257733710110188,0.013674221001565456,23.434301376342773,9,232.69427490234375
layer2.2.conv2.weight,53,34,layer2.2.conv2.weight_ch53_w34,0.0019957474432885647,-0.04449285566806793,0.046488601714372635,23.29383087158203,10,232.69427490234375
layer4.0.conv3.weight,32,169,layer4.0.conv3.weight_ch32_w169,0.0005472439806908369,-0.012026980519294739,0.01257422473281622,22.977365493774414,4,366.6627197265625
layer4.0.conv3.weight,1989,202,layer4.0.conv3.weight_ch1989_w202,0.0005529967602342367,-0.012031985446810722,0.012584982439875603,22.757787704467773,6,96.66287231445312
layer2.2.conv3.weight,42,39,layer2.2.conv3.weight_ch42_w39,-0.0014163723681122065,-0.0329333133995533,0.03151693940162659,22.251873016357422,3,138.12139892578125
layer4.0.conv3.weight,1471,400,layer4.0.conv3.weight_ch1471_w400,-0.0006476888083852828,-0.014980413019657135,0.014332723803818226,22.1290283203125,9,183.11932373046875
layer4.0.conv3.weight,1989,250,layer4.0.conv3.weight_ch1989_w250,0.0008695228607393801,-0.018078070133924484,0.018947593867778778,21.790794372558594,7,96.66287231445312
layer4.0.conv3.weight,375,151,layer4.0.conv3.weight_ch375_w151,0.0009638614137656987,0.020948119461536407,0.019984258338809013,20.733539581298828,5,430.2731628417969
layer4.0.conv3.weight,375,261,layer4.0.conv3.weight_ch375_w261,-0.0005008236039429903,0.009791089221835136,0.010291912592947483,20.54997444152832,6,430.2731628417969
layer4.0.conv3.weight,1989,463,layer4.0.conv3.weight_ch1989_w463,-0.0003685176488943398,-0.007845459505915642,0.007476941682398319,20.289236068725586,8,96.66287231445312
layer4.0.conv3.weight,1270,464,layer4.0.conv3.weight_ch1270_w464,0.00023096930817700922,0.004890783224254847,0.004659813828766346,20.17503547668457,8,219.80873107910156
layer3.5.conv3.weight,482,156,layer3.5.conv3.weight_ch482_w156,-0.0013434594729915261,-0.02559659257531166,0.024253133684396744,18.05274772644043,3,586.06103515625
layer4.0.conv3.weight,1471,78,layer4.0.conv3.weight_ch1471_w78,0.0013346051564440131,0.02524249441921711,0.023907888680696487,17.913829803466797,10,183.11932373046875
layer4.0.conv3.weight,424,364,layer4.0.conv3.weight_ch424_w364,-0.0006081695901229978,-0.011319185607135296,0.01071101613342762,17.61189079284668,8,755.06591796875
layer4.0.conv3.weight,2024,274,layer4.0.conv3.weight_ch2024_w274,0.001414723228663206,-0.022933494299650192,0.024348217993974686,17.210588455200195,4,84.30793762207031
layer3.5.conv3.weight,356,197,layer3.5.conv3.weight_ch356_w197,0.0009947029175236821,0.01787821762263775,0.01688351482152939,16.973424911499023,7,204.21392822265625
layer4.0.conv3.weight,2024,327,layer4.0.conv3.weight_ch2024_w327,0.0006256802589632571,0.011185101233422756,0.01055942103266716,16.876705169677734,5,84.30793762207031
layer4.0.conv3.weight,1270,244,layer4.0.conv3.weight_ch1270_w244,0.00039183770422823727,-0.0061706374399363995,0.006562475115060806,16.747941970825195,9,219.80873107910156
layer4.0.conv3.weight,32,325,layer4.0.conv3.weight_ch32_w325,-0.001627259305678308,-0.028822872787714005,0.027195613831281662,16.712526321411133,5,366.6627197265625
layer1.2.conv1.weight,41,236,layer1.2.conv1.weight_ch41_w236,0.004822757560759783,-0.07533804327249527,0.08016080409288406,16.621362686157227,2,460.2436218261719
layer4.0.conv3.weight,375,137,layer4.0.conv3.weight_ch375_w137,-0.0006359244580380619,-0.011198491789400578,0.010562567040324211,16.609783172607422,7,430.2731628417969
layer3.5.conv3.weight,67,76,layer3.5.conv3.weight_ch67_w76,-0.0012085241032764316,0.018758703023195267,0.019967226311564445,16.521991729736328,4,353.6904602050781
layer1.2.conv3.weight,53,33,layer1.2.conv3.weight_ch53_w33,-0.001667342963628471,-0.0286079254001379,0.02694058232009411,16.157793045043945,2,791.7326049804688
