layer_name,channel_index,channel_id,mean_absolute_change,max_absolute_change,mean_relative_change,max_relative_change,std_absolute_change,percentage_changed,channel_parameters,layer_total_relative_change
layer3.0.conv3.weight,269,layer3.0.conv3.weight_ch269,0.03802867606282234,0.14502064883708954,57.62220001220703,14057.36328125,0.027721531689167023,100.0,256,8.306943893432617
layer4.1.conv2.weight,355,layer4.1.conv2.weight_ch355,0.017807066440582275,0.08697826415300369,56.732479095458984,245885.828125,0.01371452584862709,100.0,4608,4.231784820556641
layer3.1.conv2.weight,86,layer3.1.conv2.weight_ch86,0.02595166116952896,0.12771740555763245,56.2492790222168,123347.1328125,0.020055236294865608,100.0,2304,5.319070816040039
conv1.weight,49,conv1.weight_ch49,0.0734185129404068,0.3668326735496521,54.69285583496094,4558.21533203125,0.08201443403959274,100.0,147,25.334697723388672
layer3.4.conv2.weight,251,layer3.4.conv2.weight_ch251,0.024596909061074257,0.10648442059755325,53.62834548950195,118541.53125,0.018973885104060173,100.0,2304,4.363691329956055
layer2.3.conv2.weight,126,layer2.3.conv2.weight_ch126,0.03380751237273216,0.1615169793367386,52.60902404785156,58359.08984375,0.025813547894358635,100.0,1152,4.461885452270508
layer4.0.conv2.weight,188,layer4.0.conv2.weight_ch188,0.018731381744146347,0.08949951082468033,52.30189514160156,228233.65625,0.01408311165869236,100.0,4608,4.673312187194824
layer3.1.conv2.weight,239,layer3.1.conv2.weight_ch239,0.024297811090946198,0.11190435290336609,51.31106185913086,112645.3359375,0.01825321465730667,100.0,2304,5.319070816040039
layer4.1.conv2.weight,201,layer4.1.conv2.weight_ch201,0.017769165337085724,0.08943982422351837,50.50581741333008,220250.5,0.013308104127645493,100.0,4608,4.231784820556641
conv1.weight,62,conv1.weight_ch62,0.04325190186500549,0.23432636260986328,50.461116790771484,6913.47265625,0.0422990620136261,100.0,147,25.334697723388672
layer3.0.conv3.weight,176,layer3.0.conv3.weight_ch176,0.04010478034615517,0.12616455554962158,49.98008346557617,12331.1298828125,0.02779991924762726,100.0,256,8.306943893432617
layer3.0.conv3.weight,475,layer3.0.conv3.weight_ch475,0.040280651301145554,0.1713869422674179,46.52194595336914,11361.8642578125,0.030281130224466324,100.0,256,8.306943893432617
layer4.0.conv2.weight,92,layer4.0.conv2.weight_ch92,0.018380343914031982,0.0928213894367218,43.17195129394531,181603.890625,0.013938605785369873,100.0,4608,4.673312187194824
layer4.0.conv2.weight,338,layer4.0.conv2.weight_ch338,0.018619751557707787,0.10032171756029129,42.21232604980469,177031.90625,0.014345357194542885,99.97829794883728,4608,4.673312187194824
conv1.weight,51,conv1.weight_ch51,0.0718412920832634,0.2704797089099884,39.953041076660156,3514.298583984375,0.05275110900402069,100.0,147,25.334697723388672
layer2.0.conv2.weight,23,layer2.0.conv2.weight_ch23,0.034805525094270706,0.1527138501405716,39.891334533691406,43749.19921875,0.027016546577215195,100.0,1152,4.360262393951416
layer4.1.conv2.weight,287,layer4.1.conv2.weight_ch287,0.01796095259487629,0.10291857272386551,35.76960754394531,137184.5625,0.013619089499115944,99.97829794883728,4608,4.231784820556641
layer4.0.conv2.weight,478,layer4.0.conv2.weight_ch478,0.017898891121149063,0.08318524062633514,35.15259552001953,133314.625,0.013598417863249779,100.0,4608,4.673312187194824
layer3.0.conv3.weight,805,layer3.0.conv3.weight_ch805,0.03861718997359276,0.13865406811237335,35.10347366333008,8597.732421875,0.028149530291557312,100.0,256,8.306943893432617
layer2.3.conv2.weight,25,layer2.3.conv2.weight_ch25,0.03431175276637077,0.1771760880947113,34.75859069824219,37576.9140625,0.02659289352595806,100.0,1152,4.461885452270508
layer4.1.conv2.weight,500,layer4.1.conv2.weight_ch500,0.017725875601172447,0.08452429622411728,34.65876770019531,107563.7421875,0.013454555533826351,100.0,4608,4.231784820556641
layer3.0.conv3.weight,976,layer3.0.conv3.weight_ch976,0.036244142800569534,0.12276149541139603,34.34989547729492,8350.84765625,0.026570292189717293,100.0,256,8.306943893432617
layer2.3.conv2.weight,122,layer2.3.conv2.weight_ch122,0.035191379487514496,0.14705032110214233,34.31463623046875,34655.19921875,0.025648053735494614,100.0,1152,4.461885452270508
layer3.0.conv3.weight,340,layer3.0.conv3.weight_ch340,0.03716890141367912,0.1261267066001892,32.77125930786133,7283.30029296875,0.027565402910113335,100.0,256,8.306943893432617
layer3.1.conv2.weight,144,layer3.1.conv2.weight_ch144,0.02522452361881733,0.11909549683332443,30.58121681213379,64837.4140625,0.019125942140817642,100.0,2304,5.319070816040039
layer3.1.conv2.weight,55,layer3.1.conv2.weight_ch55,0.02601645328104496,0.1742672175168991,30.568992614746094,64067.0625,0.020188314840197563,100.0,2304,5.319070816040039
layer2.3.conv2.weight,97,layer2.3.conv2.weight_ch97,0.03589905798435211,0.1547003835439682,30.40300178527832,33034.54296875,0.02703927643597126,100.0,1152,4.461885452270508
layer3.0.conv3.weight,598,layer3.0.conv3.weight_ch598,0.03637217730283737,0.12341528385877609,29.486589431762695,6954.36181640625,0.02716570720076561,100.0,256,8.306943893432617
conv1.weight,1,conv1.weight_ch1,0.0781349390745163,0.30700361728668213,29.25844955444336,2567.521484375,0.06987321376800537,100.0,147,25.334697723388672
conv1.weight,19,conv1.weight_ch19,0.07534493505954742,0.2736968398094177,27.837385177612305,1681.739501953125,0.07032030075788498,100.0,147,25.334697723388672
layer2.0.conv2.weight,60,layer2.0.conv2.weight_ch60,0.03523014485836029,0.1561608463525772,27.4209041595459,26859.322265625,0.027018209919333458,100.0,1152,4.360262393951416
