layer_name,channel_index,weight_index,weight_id,baseline_value,unlearned_value,absolute_change,relative_change,rank_in_channel,channel_total_change
layer2.3.conv2.weight,44,349,layer2.3.conv2.weight_ch44_w349,0.00027908358606509864,0.010029507800936699,0.009750423952937126,34.93729019165039,8,1058.859619140625
layer3.0.conv1.weight,51,463,layer3.0.conv1.weight_ch51_w463,0.000768515164963901,-0.025736525654792786,0.026505040004849434,34.4886360168457,4,1786.9342041015625
layer3.3.conv2.weight,3,2295,layer3.3.conv2.weight_ch3_w2295,-0.0002537975669838488,-0.008768226951360703,0.008514429442584515,33.54811477661133,7,246.599609375
layer2.3.conv2.weight,44,810,layer2.3.conv2.weight_ch44_w810,-0.0005687749362550676,-0.018979424610733986,0.01841064915060997,32.368953704833984,9,1058.859619140625
layer2.1.conv2.weight,49,662,layer2.1.conv2.weight_ch49_w662,-0.0002685977378860116,0.008197858929634094,0.008466457016766071,31.520954132080078,9,77.63973999023438
layer3.0.conv1.weight,225,438,layer3.0.conv1.weight_ch225_w438,0.001004280406050384,-0.030393196269869804,0.03139747679233551,31.263654708862305,3,69.71963500976562
layer3.3.conv2.weight,3,619,layer3.3.conv2.weight_ch3_w619,-0.00028123290394432843,-0.008688999339938164,0.008407765999436378,29.89609718322754,8,246.599609375
layer3.3.conv2.weight,3,947,layer3.3.conv2.weight_ch3_w947,-0.0006120275356806815,-0.018752165138721466,0.018140137195587158,29.639413833618164,9,246.599609375
layer3.3.conv2.weight,50,1329,layer3.3.conv2.weight_ch50_w1329,0.0011706420918926597,-0.03321564197540283,0.0343862846493721,29.37386703491211,9,108.63851928710938
layer3.3.conv2.weight,3,886,layer3.3.conv2.weight_ch3_w886,0.0002065127482637763,0.0062474217265844345,0.006040908861905336,29.251989364624023,10,246.599609375
layer3.3.conv2.weight,50,1166,layer3.3.conv2.weight_ch50_w1166,0.0004945785040035844,-0.013731461018323898,0.014226039871573448,28.763967514038086,10,108.63851928710938
