layer_name,mean_absolute_change,mean_relative_change
layer3.4.bn3.weight,0.009925848804414272,0.3018641173839569
layer1.2.bn1.bias,0.0108440350741148,0.2987792491912842
layer3.3.bn3.weight,0.00950916763395071,0.26174572110176086
layer1.0.bn2.bias,0.012273106724023819,0.24867768585681915
layer4.1.bn2.bias,0.01181347668170929,0.2354974001646042
layer3.2.bn3.weight,0.00900635402649641,0.21654446423053741
layer3.5.bn3.weight,0.011168998666107655,0.20369084179401398
layer4.2.bn1.bias,0.010713199153542519,0.1953321099281311
layer3.1.bn3.weight,0.009537789039313793,0.18960785865783691
layer4.1.bn1.bias,0.011263185180723667,0.1772690713405609
bn1.bias,0.020453527569770813,0.16031576693058014
layer4.0.bn3.weight,0.03369919955730438,0.12803956866264343
layer3.0.downsample.1.weight,0.009401923976838589,0.12786772847175598
layer4.0.bn1.bias,0.011877218261361122,0.12321355938911438
layer4.1.bn3.weight,0.03216493874788284,0.1229502409696579
layer3.1.bn1.weight,0.01329904142767191,0.11711201816797256
layer2.0.downsample.1.weight,0.007651444524526596,0.11535739153623581
layer4.1.bn2.weight,0.017315201461315155,0.11303489655256271
layer3.4.bn1.weight,0.013451142236590385,0.11274183541536331
layer3.3.bn1.weight,0.013132750056684017,0.11264312267303467
layer3.2.bn1.weight,0.012424382381141186,0.11010591685771942
layer2.1.bn1.weight,0.00897449254989624,0.10433970391750336
layer4.0.downsample.1.weight,0.02077854797244072,0.10137921571731567
layer3.0.bn3.weight,0.00886760838329792,0.10104265809059143
layer4.2.bn2.weight,0.015299959108233452,0.10041724890470505
layer3.5.bn1.weight,0.012990368530154228,0.09813763201236725
layer3.5.bn2.weight,0.013779100961983204,0.09762989729642868
layer3.4.bn2.weight,0.012432193383574486,0.0963023230433464
layer3.1.bn2.weight,0.012888208031654358,0.09609093517065048
layer4.1.bn1.weight,0.0128263458609581,0.09502994269132614
layer1.0.downsample.1.weight,0.010755964554846287,0.0942712277173996
layer4.2.bn3.weight,0.04955599457025528,0.09257156401872635
layer3.2.bn2.weight,0.011748279444873333,0.09155130386352539
layer1.0.bn2.weight,0.010555013082921505,0.0905364453792572
layer4.2.bn1.weight,0.013180961832404137,0.08992820978164673
layer3.3.bn2.weight,0.010933805257081985,0.08891431242227554
layer2.1.bn2.weight,0.010329140350222588,0.08837996423244476
layer1.1.bn2.weight,0.01194725837558508,0.08824772387742996
layer2.3.bn2.weight,0.012271368876099586,0.08311830461025238
layer3.0.bn1.weight,0.014148552902042866,0.0822928249835968
layer4.0.bn2.weight,0.011817844584584236,0.08201263844966888
layer2.2.bn2.weight,0.010525371879339218,0.0819733664393425
layer1.0.bn1.weight,0.009831895120441914,0.08103525638580322
layer2.3.bn1.weight,0.010076284408569336,0.08011822402477264
layer1.1.bn1.weight,0.009854897856712341,0.07877812534570694
layer1.2.bn2.weight,0.012369387783110142,0.07822271436452866
layer3.0.bn2.weight,0.00970238447189331,0.07713036239147186
layer4.0.bn1.weight,0.012463396415114403,0.0751594826579094
layer2.2.bn1.weight,0.00897566881030798,0.07366390526294708
layer2.0.bn2.weight,0.010001464746892452,0.07136673480272293
layer1.2.bn1.weight,0.009789043106138706,0.07104766368865967
layer2.0.bn1.weight,0.010590546764433384,0.07010098546743393
bn1.weight,0.013356247916817665,0.06599739193916321
