layer_name,channel_index,channel_id,mean_relative_change
layer3.4.conv3.weight,441,layer3.4.conv3.weight_ch441,36.312522888183594
layer4.1.conv1.weight,489,layer4.1.conv1.weight_ch489,36.31187057495117
layer3.0.conv3.weight,416,layer3.0.conv3.weight_ch416,35.68434143066406
layer3.5.conv3.weight,935,layer3.5.conv3.weight_ch935,35.644718170166016
layer3.1.conv3.weight,653,layer3.1.conv3.weight_ch653,35.344669342041016
layer3.1.conv3.weight,577,layer3.1.conv3.weight_ch577,34.72725296020508
layer3.3.conv3.weight,142,layer3.3.conv3.weight_ch142,34.61243438720703
layer4.0.conv3.weight,863,layer4.0.conv3.weight_ch863,34.35308074951172
layer3.1.conv3.weight,997,layer3.1.conv3.weight_ch997,34.20577621459961
layer3.4.conv3.weight,673,layer3.4.conv3.weight_ch673,34.05265808105469
layer3.5.conv3.weight,331,layer3.5.conv3.weight_ch331,33.843868255615234
layer3.0.conv3.weight,1016,layer3.0.conv3.weight_ch1016,33.22998046875
layer3.3.conv3.weight,576,layer3.3.conv3.weight_ch576,32.691280364990234
layer3.0.conv3.weight,104,layer3.0.conv3.weight_ch104,32.192935943603516
layer3.4.conv3.weight,298,layer3.4.conv3.weight_ch298,31.362821578979492
layer4.0.conv3.weight,421,layer4.0.conv3.weight_ch421,31.36174201965332
layer3.3.conv3.weight,550,layer3.3.conv3.weight_ch550,31.04477882385254
layer3.4.conv3.weight,290,layer3.4.conv3.weight_ch290,30.988819122314453
layer3.3.conv3.weight,240,layer3.3.conv3.weight_ch240,30.98477554321289
layer3.2.conv3.weight,552,layer3.2.conv3.weight_ch552,30.112640380859375
layer3.4.conv3.weight,959,layer3.4.conv3.weight_ch959,29.848194122314453
layer3.2.conv3.weight,10,layer3.2.conv3.weight_ch10,29.261558532714844
layer4.0.conv3.weight,1416,layer4.0.conv3.weight_ch1416,29.181400299072266
layer3.3.conv3.weight,614,layer3.3.conv3.weight_ch614,29.096487045288086
layer3.0.conv3.weight,659,layer3.0.conv3.weight_ch659,28.858951568603516
layer3.2.conv2.weight,110,layer3.2.conv2.weight_ch110,28.60718536376953
layer3.4.conv3.weight,97,layer3.4.conv3.weight_ch97,28.282981872558594
layer2.1.conv3.weight,420,layer2.1.conv3.weight_ch420,28.04914093017578
layer3.2.conv3.weight,254,layer3.2.conv3.weight_ch254,28.046979904174805
layer3.3.conv3.weight,566,layer3.3.conv3.weight_ch566,28.024532318115234
layer4.0.conv3.weight,860,layer4.0.conv3.weight_ch860,27.9986515045166
layer1.2.conv3.weight,47,layer1.2.conv3.weight_ch47,27.92445182800293
layer4.1.conv1.weight,324,layer4.1.conv1.weight_ch324,27.83753204345703
layer3.2.conv3.weight,106,layer3.2.conv3.weight_ch106,27.72414779663086
layer3.0.conv3.weight,874,layer3.0.conv3.weight_ch874,27.5264949798584
layer4.0.conv3.weight,1158,layer4.0.conv3.weight_ch1158,26.941917419433594
layer4.0.conv3.weight,1281,layer4.0.conv3.weight_ch1281,26.818593978881836
layer1.2.conv3.weight,203,layer1.2.conv3.weight_ch203,26.70623016357422
layer3.2.conv3.weight,834,layer3.2.conv3.weight_ch834,26.662460327148438
layer4.0.conv3.weight,1887,layer4.0.conv3.weight_ch1887,26.640525817871094
layer1.2.conv3.weight,189,layer1.2.conv3.weight_ch189,26.515178680419922
layer2.1.conv3.weight,284,layer2.1.conv3.weight_ch284,26.366695404052734
layer3.2.conv2.weight,131,layer3.2.conv2.weight_ch131,26.214277267456055
layer3.0.conv3.weight,900,layer3.0.conv3.weight_ch900,26.190048217773438
layer3.0.conv3.weight,890,layer3.0.conv3.weight_ch890,25.986730575561523
layer3.0.conv3.weight,245,layer3.0.conv3.weight_ch245,25.872682571411133
layer3.2.conv3.weight,451,layer3.2.conv3.weight_ch451,25.647476196289062
layer3.0.conv3.weight,464,layer3.0.conv3.weight_ch464,25.345035552978516
layer3.2.conv2.weight,172,layer3.2.conv2.weight_ch172,25.30778694152832
layer3.2.conv2.weight,148,layer3.2.conv2.weight_ch148,24.94612693786621
layer4.0.conv3.weight,612,layer4.0.conv3.weight_ch612,24.86587905883789
layer2.1.conv3.weight,341,layer2.1.conv3.weight_ch341,24.83531379699707
layer2.3.conv2.weight,86,layer2.3.conv2.weight_ch86,24.01022720336914
layer3.3.conv3.weight,529,layer3.3.conv3.weight_ch529,23.83435821533203
layer3.0.conv3.weight,616,layer3.0.conv3.weight_ch616,23.810346603393555
layer3.2.conv3.weight,241,layer3.2.conv3.weight_ch241,23.328868865966797
layer2.0.conv2.weight,21,layer2.0.conv2.weight_ch21,23.31444549560547
layer4.0.conv3.weight,1424,layer4.0.conv3.weight_ch1424,23.284652709960938
layer3.2.conv3.weight,151,layer3.2.conv3.weight_ch151,23.203304290771484
layer3.1.conv3.weight,427,layer3.1.conv3.weight_ch427,22.742393493652344
layer3.4.conv3.weight,898,layer3.4.conv3.weight_ch898,22.524045944213867
layer4.0.conv3.weight,1637,layer4.0.conv3.weight_ch1637,22.497692108154297
layer3.4.conv3.weight,900,layer3.4.conv3.weight_ch900,22.041425704956055
layer3.0.conv3.weight,805,layer3.0.conv3.weight_ch805,21.991003036499023
layer3.2.conv2.weight,105,layer3.2.conv2.weight_ch105,21.990150451660156
layer4.0.conv3.weight,839,layer4.0.conv3.weight_ch839,21.91426658630371
layer3.1.conv3.weight,489,layer3.1.conv3.weight_ch489,21.65261459350586
layer3.3.conv3.weight,477,layer3.3.conv3.weight_ch477,21.622961044311523
layer3.4.conv3.weight,557,layer3.4.conv3.weight_ch557,21.61691665649414
layer4.1.conv1.weight,354,layer4.1.conv1.weight_ch354,21.495397567749023
layer4.0.conv3.weight,572,layer4.0.conv3.weight_ch572,21.46274757385254
layer2.1.conv3.weight,59,layer2.1.conv3.weight_ch59,21.18025016784668
layer3.3.conv3.weight,716,layer3.3.conv3.weight_ch716,21.107627868652344
layer4.1.conv1.weight,233,layer4.1.conv1.weight_ch233,21.107620239257812
layer3.2.conv3.weight,843,layer3.2.conv3.weight_ch843,21.097890853881836
layer3.4.conv3.weight,575,layer3.4.conv3.weight_ch575,21.036230087280273
layer2.1.conv3.weight,405,layer2.1.conv3.weight_ch405,20.82423973083496
layer4.0.conv3.weight,1656,layer4.0.conv3.weight_ch1656,20.747541427612305
layer3.1.conv3.weight,210,layer3.1.conv3.weight_ch210,20.66481590270996
layer3.3.conv3.weight,421,layer3.3.conv3.weight_ch421,20.527088165283203
layer3.2.conv3.weight,164,layer3.2.conv3.weight_ch164,20.5236873626709
layer2.1.conv3.weight,211,layer2.1.conv3.weight_ch211,20.516292572021484
layer3.5.conv3.weight,293,layer3.5.conv3.weight_ch293,20.46706199645996
layer3.5.conv3.weight,653,layer3.5.conv3.weight_ch653,20.4002628326416
layer3.3.conv3.weight,605,layer3.3.conv3.weight_ch605,20.395931243896484
layer2.0.conv2.weight,4,layer2.0.conv2.weight_ch4,19.962369918823242
layer3.1.conv3.weight,44,layer3.1.conv3.weight_ch44,19.95562171936035
layer4.0.conv3.weight,1484,layer4.0.conv3.weight_ch1484,19.879741668701172
layer3.3.conv3.weight,128,layer3.3.conv3.weight_ch128,19.85558319091797
layer3.3.conv3.weight,253,layer3.3.conv3.weight_ch253,19.786033630371094
layer4.0.conv3.weight,1841,layer4.0.conv3.weight_ch1841,19.661701202392578
layer3.3.conv3.weight,70,layer3.3.conv3.weight_ch70,19.651874542236328
layer3.2.conv3.weight,761,layer3.2.conv3.weight_ch761,19.55440902709961
layer4.0.conv3.weight,171,layer4.0.conv3.weight_ch171,19.447336196899414
layer3.0.conv3.weight,310,layer3.0.conv3.weight_ch310,19.417282104492188
layer1.2.conv3.weight,62,layer1.2.conv3.weight_ch62,19.19194793701172
layer4.0.conv3.weight,1273,layer4.0.conv3.weight_ch1273,18.81403350830078
layer3.1.conv3.weight,91,layer3.1.conv3.weight_ch91,18.802383422851562
layer3.3.conv3.weight,808,layer3.3.conv3.weight_ch808,18.799972534179688
layer3.0.conv3.weight,949,layer3.0.conv3.weight_ch949,18.775453567504883
layer4.0.conv3.weight,397,layer4.0.conv3.weight_ch397,18.773256301879883
layer4.0.conv3.weight,813,layer4.0.conv3.weight_ch813,18.54453468322754
layer4.0.conv3.weight,255,layer4.0.conv3.weight_ch255,18.23335075378418
layer4.0.conv3.weight,2002,layer4.0.conv3.weight_ch2002,18.189603805541992
layer2.0.conv2.weight,78,layer2.0.conv2.weight_ch78,18.076515197753906
layer3.5.conv3.weight,190,layer3.5.conv3.weight_ch190,18.05110740661621
layer3.5.conv3.weight,713,layer3.5.conv3.weight_ch713,18.049312591552734
layer1.2.conv3.weight,51,layer1.2.conv3.weight_ch51,17.987651824951172
layer4.0.conv3.weight,1402,layer4.0.conv3.weight_ch1402,17.925729751586914
layer4.0.conv3.weight,1366,layer4.0.conv3.weight_ch1366,17.7784423828125
layer4.0.conv3.weight,925,layer4.0.conv3.weight_ch925,17.632917404174805
layer4.1.conv1.weight,198,layer4.1.conv1.weight_ch198,17.600088119506836
layer3.3.conv3.weight,901,layer3.3.conv3.weight_ch901,17.59724998474121
layer4.0.conv3.weight,9,layer4.0.conv3.weight_ch9,17.5803165435791
layer3.3.conv3.weight,572,layer3.3.conv3.weight_ch572,17.482406616210938
layer3.3.conv3.weight,313,layer3.3.conv3.weight_ch313,17.32479476928711
layer4.0.conv3.weight,1288,layer4.0.conv3.weight_ch1288,17.126121520996094
layer3.2.conv3.weight,907,layer3.2.conv3.weight_ch907,17.059175491333008
layer3.5.conv3.weight,119,layer3.5.conv3.weight_ch119,16.991872787475586
layer3.3.conv3.weight,131,layer3.3.conv3.weight_ch131,16.782569885253906
layer3.2.conv2.weight,220,layer3.2.conv2.weight_ch220,16.698776245117188
layer3.1.conv3.weight,70,layer3.1.conv3.weight_ch70,16.53872299194336
layer3.0.conv3.weight,636,layer3.0.conv3.weight_ch636,16.457347869873047
layer4.0.conv3.weight,1363,layer4.0.conv3.weight_ch1363,16.34684944152832
layer3.4.conv3.weight,473,layer3.4.conv3.weight_ch473,16.34208106994629
layer3.4.conv3.weight,322,layer3.4.conv3.weight_ch322,16.32941436767578
layer3.2.conv3.weight,57,layer3.2.conv3.weight_ch57,16.311203002929688
layer2.0.conv1.weight,80,layer2.0.conv1.weight_ch80,16.248003005981445
layer4.0.conv3.weight,1924,layer4.0.conv3.weight_ch1924,16.20676612854004
layer3.0.conv3.weight,341,layer3.0.conv3.weight_ch341,16.097576141357422
layer4.0.conv3.weight,1376,layer4.0.conv3.weight_ch1376,15.974384307861328
layer3.5.conv3.weight,14,layer3.5.conv3.weight_ch14,15.94947624206543
layer3.5.conv3.weight,864,layer3.5.conv3.weight_ch864,15.948739051818848
layer2.3.conv2.weight,64,layer2.3.conv2.weight_ch64,15.759601593017578
layer2.1.conv3.weight,307,layer2.1.conv3.weight_ch307,15.67849063873291
layer3.0.conv3.weight,388,layer3.0.conv3.weight_ch388,15.59977912902832
layer1.2.conv3.weight,83,layer1.2.conv3.weight_ch83,15.58924674987793
layer3.1.conv3.weight,786,layer3.1.conv3.weight_ch786,15.56284236907959
layer2.1.conv3.weight,237,layer2.1.conv3.weight_ch237,15.520018577575684
layer4.0.conv3.weight,1009,layer4.0.conv3.weight_ch1009,15.479580879211426
layer4.0.conv3.weight,523,layer4.0.conv3.weight_ch523,15.39527702331543
layer3.2.conv3.weight,779,layer3.2.conv3.weight_ch779,15.369721412658691
layer4.1.conv1.weight,89,layer4.1.conv1.weight_ch89,15.34133243560791
layer3.1.conv3.weight,154,layer3.1.conv3.weight_ch154,15.33969783782959
layer2.0.conv1.weight,97,layer2.0.conv1.weight_ch97,15.31722354888916
layer2.3.conv2.weight,95,layer2.3.conv2.weight_ch95,15.292146682739258
layer3.4.conv3.weight,929,layer3.4.conv3.weight_ch929,15.239209175109863
layer3.4.conv3.weight,540,layer3.4.conv3.weight_ch540,15.09611701965332
layer2.1.conv3.weight,224,layer2.1.conv3.weight_ch224,15.04405403137207
layer3.5.conv3.weight,484,layer3.5.conv3.weight_ch484,14.902436256408691
layer3.3.conv3.weight,175,layer3.3.conv3.weight_ch175,14.816039085388184
layer3.3.conv3.weight,721,layer3.3.conv3.weight_ch721,14.751978874206543
layer3.2.conv3.weight,689,layer3.2.conv3.weight_ch689,14.72629451751709
layer4.0.conv3.weight,934,layer4.0.conv3.weight_ch934,14.687135696411133
layer2.1.conv3.weight,105,layer2.1.conv3.weight_ch105,14.686928749084473
layer4.0.conv3.weight,1798,layer4.0.conv3.weight_ch1798,14.603920936584473
layer4.1.conv1.weight,276,layer4.1.conv1.weight_ch276,14.57524299621582
layer3.3.conv3.weight,628,layer3.3.conv3.weight_ch628,14.538871765136719
layer3.2.conv3.weight,668,layer3.2.conv3.weight_ch668,14.498316764831543
layer3.2.conv3.weight,766,layer3.2.conv3.weight_ch766,14.473495483398438
layer3.0.conv3.weight,627,layer3.0.conv3.weight_ch627,14.389552116394043
layer3.2.conv3.weight,496,layer3.2.conv3.weight_ch496,14.371870040893555
layer3.0.conv3.weight,490,layer3.0.conv3.weight_ch490,14.345394134521484
layer3.3.conv3.weight,321,layer3.3.conv3.weight_ch321,14.295886039733887
layer4.0.conv3.weight,1596,layer4.0.conv3.weight_ch1596,14.264774322509766
layer2.1.conv3.weight,365,layer2.1.conv3.weight_ch365,14.155707359313965
layer3.0.conv3.weight,785,layer3.0.conv3.weight_ch785,14.030355453491211
layer3.0.conv3.weight,19,layer3.0.conv3.weight_ch19,14.00003433227539
layer4.0.conv3.weight,594,layer4.0.conv3.weight_ch594,13.980843544006348
layer3.1.conv3.weight,27,layer3.1.conv3.weight_ch27,13.96243667602539
layer3.5.conv3.weight,682,layer3.5.conv3.weight_ch682,13.844695091247559
layer3.2.conv2.weight,48,layer3.2.conv2.weight_ch48,13.748394012451172
layer3.3.conv3.weight,156,layer3.3.conv3.weight_ch156,13.734743118286133
layer4.1.conv1.weight,50,layer4.1.conv1.weight_ch50,13.723165512084961
layer3.2.conv3.weight,43,layer3.2.conv3.weight_ch43,13.70268440246582
layer4.0.conv3.weight,1241,layer4.0.conv3.weight_ch1241,13.651451110839844
layer3.3.conv3.weight,418,layer3.3.conv3.weight_ch418,13.641855239868164
layer3.4.conv3.weight,132,layer3.4.conv3.weight_ch132,13.594636917114258
layer4.0.conv3.weight,1231,layer4.0.conv3.weight_ch1231,13.557024002075195
layer3.0.conv3.weight,978,layer3.0.conv3.weight_ch978,13.508429527282715
layer3.3.conv3.weight,713,layer3.3.conv3.weight_ch713,13.427041053771973
layer4.0.conv3.weight,1137,layer4.0.conv3.weight_ch1137,13.412068367004395
layer3.4.conv3.weight,157,layer3.4.conv3.weight_ch157,13.361309051513672
layer3.3.conv3.weight,600,layer3.3.conv3.weight_ch600,13.31951904296875
layer3.1.conv3.weight,143,layer3.1.conv3.weight_ch143,13.306683540344238
layer4.0.conv3.weight,2018,layer4.0.conv3.weight_ch2018,13.304435729980469
layer3.4.conv3.weight,984,layer3.4.conv3.weight_ch984,13.298095703125
layer4.0.conv3.weight,342,layer4.0.conv3.weight_ch342,13.292941093444824
layer4.0.conv3.weight,1891,layer4.0.conv3.weight_ch1891,13.24482536315918
layer3.2.conv3.weight,940,layer3.2.conv3.weight_ch940,13.171449661254883
layer3.5.conv3.weight,926,layer3.5.conv3.weight_ch926,13.117754936218262
layer4.0.conv3.weight,1413,layer4.0.conv3.weight_ch1413,13.115946769714355
layer4.0.conv3.weight,1672,layer4.0.conv3.weight_ch1672,13.110397338867188
layer2.1.conv3.weight,443,layer2.1.conv3.weight_ch443,13.090373039245605
layer3.2.conv3.weight,630,layer3.2.conv3.weight_ch630,13.089076042175293
layer3.2.conv2.weight,146,layer3.2.conv2.weight_ch146,13.067536354064941
layer3.4.conv3.weight,405,layer3.4.conv3.weight_ch405,13.058162689208984
layer3.1.conv3.weight,725,layer3.1.conv3.weight_ch725,12.995312690734863
layer3.4.conv3.weight,582,layer3.4.conv3.weight_ch582,12.993521690368652
layer3.2.conv3.weight,636,layer3.2.conv3.weight_ch636,12.98486328125
layer3.3.conv3.weight,334,layer3.3.conv3.weight_ch334,12.975539207458496
layer3.4.conv3.weight,637,layer3.4.conv3.weight_ch637,12.868492126464844
layer3.0.conv3.weight,760,layer3.0.conv3.weight_ch760,12.854593276977539
layer3.1.conv3.weight,220,layer3.1.conv3.weight_ch220,12.802698135375977
layer4.1.conv1.weight,175,layer4.1.conv1.weight_ch175,12.710866928100586
layer4.0.conv3.weight,1065,layer4.0.conv3.weight_ch1065,12.700953483581543
layer3.3.conv3.weight,573,layer3.3.conv3.weight_ch573,12.69990348815918
layer3.3.conv3.weight,456,layer3.3.conv3.weight_ch456,12.649785995483398
layer4.0.conv3.weight,1851,layer4.0.conv3.weight_ch1851,12.582301139831543
layer3.4.conv3.weight,349,layer3.4.conv3.weight_ch349,12.570090293884277
layer2.0.conv1.weight,115,layer2.0.conv1.weight_ch115,12.527286529541016
layer3.0.conv3.weight,290,layer3.0.conv3.weight_ch290,12.48070240020752
layer3.3.conv3.weight,909,layer3.3.conv3.weight_ch909,12.466864585876465
layer3.4.conv3.weight,999,layer3.4.conv3.weight_ch999,12.409418106079102
layer2.1.conv3.weight,331,layer2.1.conv3.weight_ch331,12.216888427734375
layer4.0.conv3.weight,1223,layer4.0.conv3.weight_ch1223,12.158358573913574
layer3.2.conv3.weight,24,layer3.2.conv3.weight_ch24,12.102126121520996
layer2.1.conv3.weight,353,layer2.1.conv3.weight_ch353,12.090834617614746
layer3.0.conv3.weight,11,layer3.0.conv3.weight_ch11,12.067927360534668
layer3.5.conv3.weight,687,layer3.5.conv3.weight_ch687,12.035137176513672
layer3.3.conv3.weight,710,layer3.3.conv3.weight_ch710,12.002118110656738
layer3.5.conv3.weight,82,layer3.5.conv3.weight_ch82,11.92474365234375
layer4.0.conv3.weight,1039,layer4.0.conv3.weight_ch1039,11.92398738861084
layer4.0.conv3.weight,691,layer4.0.conv3.weight_ch691,11.892304420471191
layer3.0.conv2.weight,54,layer3.0.conv2.weight_ch54,11.866436958312988
layer3.1.conv3.weight,252,layer3.1.conv3.weight_ch252,11.864964485168457
layer1.2.conv3.weight,232,layer1.2.conv3.weight_ch232,11.806661605834961
layer3.2.conv3.weight,688,layer3.2.conv3.weight_ch688,11.781950950622559
layer3.1.conv3.weight,409,layer3.1.conv3.weight_ch409,11.753223419189453
layer3.5.conv3.weight,43,layer3.5.conv3.weight_ch43,11.748268127441406
layer3.4.conv3.weight,118,layer3.4.conv3.weight_ch118,11.700939178466797
layer3.0.conv3.weight,304,layer3.0.conv3.weight_ch304,11.68111515045166
layer4.0.conv3.weight,585,layer4.0.conv3.weight_ch585,11.558605194091797
layer4.0.conv3.weight,745,layer4.0.conv3.weight_ch745,11.549317359924316
layer4.0.conv3.weight,91,layer4.0.conv3.weight_ch91,11.53911018371582
layer3.3.conv3.weight,719,layer3.3.conv3.weight_ch719,11.519644737243652
layer3.1.conv3.weight,872,layer3.1.conv3.weight_ch872,11.507408142089844
layer3.0.conv3.weight,463,layer3.0.conv3.weight_ch463,11.497779846191406
layer3.3.conv3.weight,756,layer3.3.conv3.weight_ch756,11.474472999572754
layer3.0.conv3.weight,947,layer3.0.conv3.weight_ch947,11.393086433410645
layer3.1.conv3.weight,276,layer3.1.conv3.weight_ch276,11.354068756103516
layer3.3.conv3.weight,865,layer3.3.conv3.weight_ch865,11.346216201782227
layer3.5.conv3.weight,497,layer3.5.conv3.weight_ch497,11.341127395629883
layer3.0.conv3.weight,102,layer3.0.conv3.weight_ch102,11.330375671386719
layer4.0.conv3.weight,1745,layer4.0.conv3.weight_ch1745,11.28487491607666
layer3.2.conv3.weight,426,layer3.2.conv3.weight_ch426,11.145915985107422
layer2.1.conv3.weight,378,layer2.1.conv3.weight_ch378,11.140789985656738
layer3.2.conv3.weight,780,layer3.2.conv3.weight_ch780,11.126253128051758
layer4.0.conv3.weight,1549,layer4.0.conv3.weight_ch1549,11.065075874328613
layer4.0.conv3.weight,535,layer4.0.conv3.weight_ch535,11.058056831359863
layer4.0.conv3.weight,1660,layer4.0.conv3.weight_ch1660,11.056724548339844
layer3.5.conv3.weight,322,layer3.5.conv3.weight_ch322,11.041010856628418
layer4.0.conv3.weight,1813,layer4.0.conv3.weight_ch1813,11.039243698120117
layer3.0.conv3.weight,826,layer3.0.conv3.weight_ch826,10.98172378540039
layer3.2.conv3.weight,217,layer3.2.conv3.weight_ch217,10.951855659484863
layer3.0.conv3.weight,406,layer3.0.conv3.weight_ch406,10.890398025512695
layer3.5.conv3.weight,51,layer3.5.conv3.weight_ch51,10.875970840454102
layer2.1.conv3.weight,259,layer2.1.conv3.weight_ch259,10.826510429382324
layer4.0.conv3.weight,1593,layer4.0.conv3.weight_ch1593,10.81325912475586
layer1.2.conv3.weight,247,layer1.2.conv3.weight_ch247,10.782610893249512
layer2.1.conv3.weight,129,layer2.1.conv3.weight_ch129,10.773655891418457
layer2.1.conv3.weight,390,layer2.1.conv3.weight_ch390,10.74972152709961
layer4.0.conv3.weight,499,layer4.0.conv3.weight_ch499,10.730167388916016
layer3.4.conv3.weight,617,layer3.4.conv3.weight_ch617,10.670372009277344
layer4.1.conv1.weight,109,layer4.1.conv1.weight_ch109,10.538497924804688
layer3.3.conv3.weight,97,layer3.3.conv3.weight_ch97,10.49388599395752
layer3.0.conv3.weight,246,layer3.0.conv3.weight_ch246,10.435933113098145
layer3.1.conv3.weight,671,layer3.1.conv3.weight_ch671,10.429703712463379
layer3.2.conv2.weight,181,layer3.2.conv2.weight_ch181,10.412549018859863
layer3.3.conv3.weight,1009,layer3.3.conv3.weight_ch1009,10.406984329223633
layer3.2.conv2.weight,221,layer3.2.conv2.weight_ch221,10.375321388244629
